event_id,event_type,section_id,detected_at,affected_block_id,impact_description,severity
DIS_007520,Emergency Defect,SEC_009,2024-06-20 01:07:00,SLOT_030514,Emergency rail/OHE defect detected requiring urgent track access in SEC_009,Low
DIS_007521,Machine Breakdown,SEC_008,2024-09-18 00:18:00,SLOT_002672,Tamping/BCM machine breakdown during block operation in SEC_008,High
DIS_007522,Machine Breakdown,SEC_049,2024-01-13 20:45:00,SLOT_040297,Tamping/BCM machine breakdown during block operation in SEC_049,High
DIS_007523,Late Train,SEC_024,2024-12-12 11:47:00,SLOT_008774,Late express train delay cascading in section SEC_024 (Severity Low),Low
DIS_007524,Late Train,SEC_017,2024-05-23 03:47:00,SLOT_011082,Late express train delay cascading in section SEC_017 (Severity Low),Low
DIS_007525,Machine Breakdown,SEC_020,2024-04-19 19:13:00,,Tamping/BCM machine breakdown during block operation in SEC_020,High
DIS_007526,Late Train,SEC_005,2024-03-18 11:11:00,SLOT_041167,Late express train delay cascading in section SEC_005 (Severity Medium),Medium
DIS_007527,Late Train,SEC_016,2024-02-16 20:58:00,SLOT_007048,Late express train delay cascading in section SEC_016 (Severity Low),Low
DIS_007528,Late Train,SEC_013,2024-04-22 11:40:00,SLOT_005165,Late express train delay cascading in section SEC_013 (Severity Low),Low
DIS_007529,Emergency Defect,SEC_040,2024-01-07 09:47:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_040,Low
DIS_007530,Late Train,SEC_003,2024-03-23 07:04:00,SLOT_004929,Late express train delay cascading in section SEC_003 (Severity Low),Low
DIS_007531,Late Train,SEC_021,2024-09-14 11:46:00,SLOT_005685,Late express train delay cascading in section SEC_021 (Severity Medium),Medium
DIS_007532,Emergency Defect,SEC_039,2024-08-20 13:22:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_039,Low
DIS_007533,Emergency Defect,SEC_041,2024-06-28 00:01:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_041,Medium
DIS_007534,Late Train,SEC_026,2024-12-03 15:06:00,SLOT_037485,Late express train delay cascading in section SEC_026 (Severity Low),Low
DIS_007535,Emergency Defect,SEC_011,2024-10-05 07:24:00,SLOT_009597,Emergency rail/OHE defect detected requiring urgent track access in SEC_011,Medium
DIS_007536,Late Train,SEC_017,2024-02-23 19:57:00,SLOT_004195,Late express train delay cascading in section SEC_017 (Severity Low),Low
DIS_007537,Late Train,SEC_011,2024-07-23 22:46:00,SLOT_039903,Late express train delay cascading in section SEC_011 (Severity Medium),Medium
DIS_007538,Late Train,SEC_033,2024-05-22 22:56:00,SLOT_027636,Late express train delay cascading in section SEC_033 (Severity Medium),Medium
DIS_007539,Late Train,SEC_015,2024-06-24 01:11:00,SLOT_023956,Late express train delay cascading in section SEC_015 (Severity Medium),Medium
DIS_007540,Late Train,SEC_031,2024-04-14 04:48:00,,Late express train delay cascading in section SEC_031 (Severity Low),Low
DIS_007541,Machine Breakdown,SEC_033,2024-12-24 12:02:00,SLOT_008138,Tamping/BCM machine breakdown during block operation in SEC_033,Medium
DIS_007542,Late Train,SEC_047,2024-02-12 06:02:00,SLOT_006839,Late express train delay cascading in section SEC_047 (Severity Low),Low
DIS_007543,Machine Breakdown,SEC_019,2024-02-08 04:52:00,,Tamping/BCM machine breakdown during block operation in SEC_019,Low
DIS_007544,Late Train,SEC_048,2024-05-26 09:04:00,SLOT_001217,Late express train delay cascading in section SEC_048 (Severity Medium),Medium
DIS_007545,Late Train,SEC_020,2024-11-11 22:01:00,,Late express train delay cascading in section SEC_020 (Severity Low),Low
DIS_007546,Emergency Defect,SEC_034,2024-10-18 17:41:00,SLOT_029591,Emergency rail/OHE defect detected requiring urgent track access in SEC_034,Low
DIS_007547,Machine Breakdown,SEC_033,2024-05-11 02:43:00,,Tamping/BCM machine breakdown during block operation in SEC_033,High
DIS_007548,Late Train,SEC_041,2024-04-10 06:03:00,SLOT_049870,Late express train delay cascading in section SEC_041 (Severity Low),Low
DIS_007549,Late Train,SEC_023,2024-04-28 06:48:00,,Late express train delay cascading in section SEC_023 (Severity Medium),Medium
DIS_007550,Emergency Defect,SEC_039,2024-04-05 12:40:00,SLOT_020622,Emergency rail/OHE defect detected requiring urgent track access in SEC_039,Medium
DIS_007551,Late Train,SEC_018,2024-08-03 22:50:00,SLOT_032841,Late express train delay cascading in section SEC_018 (Severity Low),Low
DIS_007552,Emergency Defect,SEC_025,2024-12-05 16:36:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_025,Low
DIS_007553,Machine Breakdown,SEC_025,2024-08-08 14:07:00,,Tamping/BCM machine breakdown during block operation in SEC_025,Low
DIS_007554,Late Train,SEC_035,2024-08-24 12:50:00,SLOT_013460,Late express train delay cascading in section SEC_035 (Severity Medium),Medium
DIS_007555,Machine Breakdown,SEC_031,2024-05-04 01:39:00,,Tamping/BCM machine breakdown during block operation in SEC_031,Medium
DIS_007556,Late Train,SEC_004,2024-04-13 18:49:00,,Late express train delay cascading in section SEC_004 (Severity Low),Low
DIS_007557,Machine Breakdown,SEC_040,2024-02-09 13:35:00,SLOT_038198,Tamping/BCM machine breakdown during block operation in SEC_040,Medium
DIS_007558,Machine Breakdown,SEC_038,2024-01-12 05:06:00,,Tamping/BCM machine breakdown during block operation in SEC_038,Medium
DIS_007559,Emergency Defect,SEC_006,2024-06-10 04:15:00,SLOT_007593,Emergency rail/OHE defect detected requiring urgent track access in SEC_006,Medium
DIS_007560,Machine Breakdown,SEC_048,2024-12-28 21:53:00,SLOT_016028,Tamping/BCM machine breakdown during block operation in SEC_048,Low
DIS_007561,Machine Breakdown,SEC_033,2024-10-08 00:01:00,SLOT_024372,Tamping/BCM machine breakdown during block operation in SEC_033,Low
DIS_007562,Late Train,SEC_005,2024-12-23 15:20:00,SLOT_047256,Late express train delay cascading in section SEC_005 (Severity Low),Low
DIS_007563,Late Train,SEC_025,2024-04-17 23:54:00,SLOT_021866,Late express train delay cascading in section SEC_025 (Severity Medium),Medium
DIS_007564,Late Train,SEC_041,2024-09-01 21:38:00,SLOT_044429,Late express train delay cascading in section SEC_041 (Severity Low),Low
DIS_007565,Late Train,SEC_014,2024-08-07 16:20:00,SLOT_032430,Late express train delay cascading in section SEC_014 (Severity Medium),Medium
DIS_007566,Emergency Defect,SEC_046,2024-02-15 23:45:00,SLOT_014769,Emergency rail/OHE defect detected requiring urgent track access in SEC_046,High
DIS_007567,Late Train,SEC_021,2024-01-09 19:25:00,SLOT_030825,Late express train delay cascading in section SEC_021 (Severity Low),Low
DIS_007568,Emergency Defect,SEC_012,2024-09-21 16:50:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_012,Medium
DIS_007569,Late Train,SEC_018,2024-04-02 08:48:00,,Late express train delay cascading in section SEC_018 (Severity Low),Low
DIS_007570,Late Train,SEC_026,2024-06-14 05:57:00,,Late express train delay cascading in section SEC_026 (Severity Medium),Medium
DIS_007571,Late Train,SEC_034,2024-10-19 13:05:00,,Late express train delay cascading in section SEC_034 (Severity Low),Low
DIS_007572,Machine Breakdown,SEC_046,2024-01-18 20:22:00,SLOT_016858,Tamping/BCM machine breakdown during block operation in SEC_046,High
DIS_007573,Late Train,SEC_010,2024-03-03 06:54:00,SLOT_010987,Late express train delay cascading in section SEC_010 (Severity Low),Low
DIS_007574,Late Train,SEC_048,2024-02-18 00:48:00,,Late express train delay cascading in section SEC_048 (Severity High),High
DIS_007575,Late Train,SEC_026,2024-08-09 20:19:00,,Late express train delay cascading in section SEC_026 (Severity Low),Low
DIS_007576,Machine Breakdown,SEC_007,2024-01-16 22:09:00,SLOT_041912,Tamping/BCM machine breakdown during block operation in SEC_007,Medium
DIS_007577,Late Train,SEC_046,2024-09-06 22:36:00,,Late express train delay cascading in section SEC_046 (Severity Low),Low
DIS_007578,Emergency Defect,SEC_018,2024-02-12 03:54:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_018,Low
DIS_007579,Late Train,SEC_031,2024-07-18 00:42:00,SLOT_048106,Late express train delay cascading in section SEC_031 (Severity High),High
DIS_007580,Late Train,SEC_035,2024-07-21 04:09:00,SLOT_003961,Late express train delay cascading in section SEC_035 (Severity Low),Low
DIS_007581,Emergency Defect,SEC_001,2024-10-10 23:09:00,SLOT_019617,Emergency rail/OHE defect detected requiring urgent track access in SEC_001,Medium
DIS_007582,Emergency Defect,SEC_011,2024-09-26 00:43:00,SLOT_008800,Emergency rail/OHE defect detected requiring urgent track access in SEC_011,Medium
DIS_007583,Emergency Defect,SEC_034,2024-06-10 13:38:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_034,Low
DIS_007584,Late Train,SEC_016,2024-12-24 13:24:00,SLOT_025173,Late express train delay cascading in section SEC_016 (Severity Low),Low
DIS_007585,Machine Breakdown,SEC_001,2024-03-31 12:17:00,SLOT_029814,Tamping/BCM machine breakdown during block operation in SEC_001,High
DIS_007586,Emergency Defect,SEC_002,2024-12-26 00:38:00,SLOT_045739,Emergency rail/OHE defect detected requiring urgent track access in SEC_002,Medium
DIS_007587,Machine Breakdown,SEC_041,2024-12-27 04:04:00,SLOT_042353,Tamping/BCM machine breakdown during block operation in SEC_041,High
DIS_007588,Late Train,SEC_008,2024-10-24 04:47:00,SLOT_041271,Late express train delay cascading in section SEC_008 (Severity Medium),Medium
DIS_007589,Late Train,SEC_005,2024-07-16 18:20:00,SLOT_000413,Late express train delay cascading in section SEC_005 (Severity Medium),Medium
DIS_007590,Late Train,SEC_028,2024-01-18 15:26:00,,Late express train delay cascading in section SEC_028 (Severity Medium),Medium
DIS_007591,Emergency Defect,SEC_006,2024-06-14 02:06:00,SLOT_041476,Emergency rail/OHE defect detected requiring urgent track access in SEC_006,Low
DIS_007592,Emergency Defect,SEC_033,2024-06-14 20:08:00,SLOT_000795,Emergency rail/OHE defect detected requiring urgent track access in SEC_033,High
DIS_007593,Late Train,SEC_027,2024-05-24 07:23:00,SLOT_010765,Late express train delay cascading in section SEC_027 (Severity Medium),Medium
DIS_007594,Late Train,SEC_032,2024-01-18 02:38:00,SLOT_010667,Late express train delay cascading in section SEC_032 (Severity Medium),Medium
DIS_007595,Late Train,SEC_025,2024-12-02 17:19:00,,Late express train delay cascading in section SEC_025 (Severity High),High
DIS_007596,Late Train,SEC_039,2024-08-21 22:26:00,SLOT_029497,Late express train delay cascading in section SEC_039 (Severity Low),Low
DIS_007597,Machine Breakdown,SEC_032,2024-01-19 09:15:00,SLOT_005198,Tamping/BCM machine breakdown during block operation in SEC_032,Low
DIS_007598,Late Train,SEC_021,2024-02-27 13:27:00,,Late express train delay cascading in section SEC_021 (Severity Low),Low
DIS_007599,Late Train,SEC_001,2024-10-24 23:53:00,SLOT_044802,Late express train delay cascading in section SEC_001 (Severity Medium),Medium
DIS_007600,Late Train,SEC_014,2024-08-28 06:14:00,,Late express train delay cascading in section SEC_014 (Severity Low),Low
DIS_007601,Late Train,SEC_007,2024-03-03 13:51:00,,Late express train delay cascading in section SEC_007 (Severity Low),Low
DIS_007602,Machine Breakdown,SEC_001,2024-04-02 10:41:00,,Tamping/BCM machine breakdown during block operation in SEC_001,Medium
DIS_007603,Late Train,SEC_014,2024-02-15 17:36:00,SLOT_012605,Late express train delay cascading in section SEC_014 (Severity Low),Low
DIS_007604,Machine Breakdown,SEC_011,2024-08-26 20:11:00,SLOT_036658,Tamping/BCM machine breakdown during block operation in SEC_011,Low
DIS_007605,Emergency Defect,SEC_004,2024-01-25 10:42:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_004,Low
DIS_007606,Emergency Defect,SEC_016,2024-09-24 02:54:00,SLOT_007179,Emergency rail/OHE defect detected requiring urgent track access in SEC_016,Low
DIS_007607,Late Train,SEC_025,2024-05-19 23:19:00,SLOT_026530,Late express train delay cascading in section SEC_025 (Severity Low),Low
DIS_007608,Emergency Defect,SEC_009,2024-04-15 17:05:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_009,Low
DIS_007609,Emergency Defect,SEC_014,2024-05-22 07:33:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_014,Low
DIS_007610,Late Train,SEC_001,2024-12-28 08:16:00,SLOT_007973,Late express train delay cascading in section SEC_001 (Severity Low),Low
DIS_007611,Machine Breakdown,SEC_003,2024-06-04 23:34:00,SLOT_008445,Tamping/BCM machine breakdown during block operation in SEC_003,High
DIS_007612,Late Train,SEC_008,2024-03-25 08:00:00,SLOT_010600,Late express train delay cascading in section SEC_008 (Severity Low),Low
DIS_007613,Late Train,SEC_023,2024-12-22 23:05:00,SLOT_043071,Late express train delay cascading in section SEC_023 (Severity Low),Low
DIS_007614,Late Train,SEC_033,2024-02-05 01:32:00,,Late express train delay cascading in section SEC_033 (Severity Medium),Medium
DIS_007615,Emergency Defect,SEC_039,2024-04-10 10:31:00,SLOT_024274,Emergency rail/OHE defect detected requiring urgent track access in SEC_039,Low
DIS_007616,Late Train,SEC_031,2024-08-01 03:30:00,SLOT_008546,Late express train delay cascading in section SEC_031 (Severity Low),Low
DIS_007617,Late Train,SEC_031,2024-07-25 02:03:00,SLOT_016685,Late express train delay cascading in section SEC_031 (Severity Medium),Medium
DIS_007618,Late Train,SEC_046,2024-05-30 09:41:00,,Late express train delay cascading in section SEC_046 (Severity Low),Low
DIS_007619,Late Train,SEC_013,2024-05-06 22:31:00,SLOT_025302,Late express train delay cascading in section SEC_013 (Severity High),High
DIS_007620,Late Train,SEC_040,2024-10-30 06:59:00,,Late express train delay cascading in section SEC_040 (Severity Low),Low
DIS_007621,Machine Breakdown,SEC_046,2024-01-22 17:50:00,SLOT_031593,Tamping/BCM machine breakdown during block operation in SEC_046,Medium
DIS_007622,Late Train,SEC_028,2024-07-07 02:47:00,SLOT_023921,Late express train delay cascading in section SEC_028 (Severity High),High
DIS_007623,Machine Breakdown,SEC_042,2024-09-07 15:03:00,SLOT_034587,Tamping/BCM machine breakdown during block operation in SEC_042,High
DIS_007624,Emergency Defect,SEC_007,2024-04-03 10:30:00,SLOT_019907,Emergency rail/OHE defect detected requiring urgent track access in SEC_007,Low
DIS_007625,Emergency Defect,SEC_044,2024-10-15 15:15:00,SLOT_024721,Emergency rail/OHE defect detected requiring urgent track access in SEC_044,Medium
DIS_007626,Machine Breakdown,SEC_028,2024-07-10 01:13:00,,Tamping/BCM machine breakdown during block operation in SEC_028,Low
DIS_007627,Late Train,SEC_011,2024-06-04 02:26:00,SLOT_033707,Late express train delay cascading in section SEC_011 (Severity Medium),Medium
DIS_007628,Emergency Defect,SEC_004,2024-11-12 18:33:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_004,Medium
DIS_007629,Late Train,SEC_036,2024-02-09 12:45:00,,Late express train delay cascading in section SEC_036 (Severity Low),Low
DIS_007630,Late Train,SEC_022,2024-03-27 13:27:00,SLOT_004449,Late express train delay cascading in section SEC_022 (Severity Low),Low
DIS_007631,Late Train,SEC_016,2024-10-24 12:46:00,,Late express train delay cascading in section SEC_016 (Severity Medium),Medium
DIS_007632,Emergency Defect,SEC_020,2024-02-14 20:03:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_020,Low
DIS_007633,Machine Breakdown,SEC_049,2024-01-10 22:13:00,,Tamping/BCM machine breakdown during block operation in SEC_049,Medium
DIS_007634,Late Train,SEC_021,2024-11-15 11:23:00,SLOT_029472,Late express train delay cascading in section SEC_021 (Severity Low),Low
DIS_007635,Emergency Defect,SEC_004,2024-01-04 06:59:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_004,Medium
DIS_007636,Late Train,SEC_014,2024-11-11 16:25:00,,Late express train delay cascading in section SEC_014 (Severity Low),Low
DIS_007637,Late Train,SEC_008,2024-10-20 14:12:00,,Late express train delay cascading in section SEC_008 (Severity Medium),Medium
DIS_007638,Late Train,SEC_034,2024-11-07 07:14:00,SLOT_022044,Late express train delay cascading in section SEC_034 (Severity Low),Low
DIS_007639,Emergency Defect,SEC_040,2024-01-19 22:08:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_040,Medium
DIS_007640,Late Train,SEC_042,2024-04-10 16:52:00,,Late express train delay cascading in section SEC_042 (Severity Medium),Medium
DIS_007641,Late Train,SEC_032,2024-03-08 10:44:00,,Late express train delay cascading in section SEC_032 (Severity Low),Low
DIS_007642,Late Train,SEC_038,2024-10-18 21:03:00,SLOT_026621,Late express train delay cascading in section SEC_038 (Severity Medium),Medium
