train_number,train_type,section_id,scheduled_departure,scheduled_arrival,priority_class,day_of_week
12066,Express,SEC_011,19:26:00,19:35:00,Superfast,Sunday
22023,Passenger,SEC_039,07:03:00,07:17:00,Mail Passenger,Thursday
22041,Express,SEC_045,13:02:23,13:10:23,Superfast,Thursday
22493,Express,SEC_025,20:05:00,20:16:00,Rajdhani,Wednesday
22063,Passenger,SEC_048,19:37:05,19:55:05,Mail Passenger,Saturday
22103,Express,SEC_009,15:00:05,15:05:05,Rajdhani,Wednesday
22341,Express,SEC_015,17:05:36,17:14:36,Superfast,Thursday
12086,Express,SEC_046,12:10:28,12:19:28,Rajdhani,Monday
22059,Passenger,SEC_009,19:28:20,19:46:20,Mail Passenger,Wednesday
22347,Express,SEC_033,09:18:09,09:28:09,Superfast,Monday
12476,Passenger,SEC_011,06:01:41,06:18:41,Mail Passenger,Tuesday
12064,Freight,SEC_017,14:33:30,14:52:30,Goods,Wednesday
22329,Passenger,SEC_024,18:05:15,18:24:15,Mail Passenger,Saturday
22267,Freight,SEC_018,14:29:25,14:57:25,Goods,Saturday
22477,Express,SEC_043,17:37:58,17:42:58,Superfast,Thursday
22477,Passenger,SEC_048,05:54:42,06:12:42,Mail Passenger,Sunday
22281,Freight,SEC_025,11:47:33,12:06:33,Goods,Wednesday
12442,Passenger,SEC_026,01:21:24,01:32:24,Mail Passenger,Thursday
22101,Freight,SEC_003,03:59:52,04:14:52,Goods,Friday
22295,Passenger,SEC_012,18:35:29,18:45:29,Mail Passenger,Tuesday
12084,Passenger,SEC_002,10:46:22,11:03:22,Mail Passenger,Wednesday
12012,Freight,SEC_042,23:42:46,00:00:46,Goods,Sunday
22383,Express,SEC_012,18:45:49,18:56:49,Superfast,Thursday
12282,Passenger,SEC_017,19:38:41,19:54:41,Mail Passenger,Sunday
12000,Express,SEC_042,19:44:13,19:49:13,Superfast,Friday
22403,Express,SEC_035,11:40:48,11:50:48,Superfast,Tuesday
22437,Express,SEC_031,03:11:41,03:18:41,Superfast,Thursday
22199,Passenger,SEC_002,13:55:10,14:05:10,Mail Passenger,Wednesday
12014,Express,SEC_028,11:55:52,12:00:52,Superfast,Sunday
22147,Freight,SEC_028,22:35:44,22:53:44,Goods,Wednesday
12302,Freight,SEC_016,04:04:26,04:29:26,Goods,Thursday
12026,Freight,SEC_037,01:57:27,02:12:27,Goods,Friday
12194,Express,SEC_046,13:55:14,14:03:14,Rajdhani,Sunday
22109,Express,SEC_013,07:47:36,07:52:36,Superfast,Thursday
22305,Express,SEC_017,20:54:13,21:05:13,Superfast,Saturday
22103,Express,SEC_016,17:54:48,18:05:48,Superfast,Monday
22391,Express,SEC_041,05:20:32,05:31:32,Superfast,Sunday
22151,Passenger,SEC_004,10:10:23,10:21:23,Mail Passenger,Tuesday
22055,Freight,SEC_044,01:17:57,01:40:57,Goods,Saturday
22135,Express,SEC_038,08:46:19,08:54:19,Rajdhani,Thursday
22473,Freight,SEC_024,23:36:05,00:03:05,Goods,Friday
12398,Passenger,SEC_029,17:24:57,17:39:57,Mail Passenger,Monday
22297,Passenger,SEC_044,14:29:08,14:44:08,Mail Passenger,Thursday
22103,Freight,SEC_038,00:06:47,00:24:47,Goods,Monday
12190,Passenger,SEC_014,09:47:30,10:01:30,Mail Passenger,Thursday
22233,Freight,SEC_003,02:26:02,02:42:02,Goods,Wednesday
22489,Passenger,SEC_033,12:03:10,12:16:10,Mail Passenger,Tuesday
12162,Express,SEC_008,20:09:56,20:17:56,Superfast,Thursday
22405,Freight,SEC_005,22:26:02,22:53:02,Goods,Tuesday
12142,Express,SEC_049,14:24:09,14:34:09,Rajdhani,Monday
22081,Freight,SEC_024,14:21:09,14:36:09,Goods,Monday
22385,Freight,SEC_032,02:21:52,02:47:52,Goods,Wednesday
12044,Passenger,SEC_011,13:30:00,13:44:00,Mail Passenger,Saturday
22383,Passenger,SEC_005,06:19:03,06:37:03,Mail Passenger,Friday
22461,Express,SEC_004,17:03:37,17:08:37,Superfast,Monday
22073,Express,SEC_018,12:44:36,12:49:36,Superfast,Thursday
12292,Freight,SEC_001,01:35:28,01:56:28,Goods,Friday
12082,Passenger,SEC_021,17:36:53,17:46:53,Mail Passenger,Tuesday
22231,Express,SEC_016,21:14:06,21:20:06,Superfast,Monday
22231,Express,SEC_026,07:26:47,07:34:47,Superfast,Tuesday
12038,Passenger,SEC_029,07:03:09,07:18:09,Mail Passenger,Monday
12092,Express,SEC_016,20:22:53,20:28:53,Superfast,Tuesday
12270,Passenger,SEC_023,21:21:14,21:31:14,Mail Passenger,Thursday
22419,Express,SEC_004,21:21:33,21:29:33,Rajdhani,Saturday
22135,Express,SEC_015,00:46:56,00:51:56,Superfast,Sunday
22419,Passenger,SEC_048,05:22:16,05:39:16,Mail Passenger,Friday
12096,Freight,SEC_049,13:16:04,13:36:04,Goods,Wednesday
12012,Express,SEC_024,08:08:52,08:18:52,Superfast,Sunday
22195,Freight,SEC_047,01:33:10,02:01:10,Goods,Sunday
22001,Express,SEC_025,18:30:44,18:36:44,Superfast,Wednesday
22017,Freight,SEC_007,01:17:04,01:32:04,Goods,Monday
12152,Passenger,SEC_043,08:52:57,09:02:57,Mail Passenger,Thursday
12298,Freight,SEC_021,00:18:15,00:35:15,Goods,Thursday
22481,Freight,SEC_031,12:07:00,12:29:00,Goods,Friday
12310,Express,SEC_032,07:02:12,07:12:12,Superfast,Tuesday
12336,Freight,SEC_016,14:37:43,14:57:43,Goods,Thursday
22347,Freight,SEC_036,04:31:00,04:51:00,Goods,Wednesday
22261,Freight,SEC_025,01:39:52,02:07:52,Goods,Thursday
22011,Freight,SEC_018,14:47:38,15:12:38,Goods,Monday
12170,Freight,SEC_015,14:50:16,15:12:16,Goods,Thursday
22087,Passenger,SEC_037,06:16:13,06:35:13,Mail Passenger,Monday
12280,Passenger,SEC_013,07:53:47,08:06:47,Mail Passenger,Saturday
12386,Freight,SEC_007,02:11:37,02:39:37,Goods,Friday
12212,Express,SEC_044,10:54:28,11:03:28,Rajdhani,Sunday
22287,Express,SEC_017,07:35:32,07:40:32,Superfast,Friday
22319,Freight,SEC_032,00:51:14,01:13:14,Goods,Sunday
12004,Passenger,SEC_036,17:08:53,17:25:53,Mail Passenger,Tuesday
12374,Freight,SEC_042,12:37:48,12:55:48,Goods,Monday
22365,Express,SEC_031,03:10:35,03:15:35,Superfast,Sunday
12482,Freight,SEC_035,14:24:43,14:49:43,Goods,Friday
12208,Passenger,SEC_042,14:05:47,14:22:47,Mail Passenger,Friday
22485,Freight,SEC_047,02:03:54,02:25:54,Goods,Wednesday
22131,Freight,SEC_003,11:36:12,11:54:12,Goods,Wednesday
22203,Express,SEC_037,11:44:57,11:53:57,Rajdhani,Friday
22377,Passenger,SEC_009,10:04:18,10:22:18,Mail Passenger,Wednesday
12248,Express,SEC_044,02:06:02,02:13:02,Superfast,Monday
12180,Express,SEC_003,12:23:53,12:33:53,Superfast,Wednesday
12288,Freight,SEC_013,11:42:13,12:11:13,Goods,Wednesday
12226,Express,SEC_010,10:43:57,10:54:57,Superfast,Saturday
22047,Express,SEC_030,07:50:11,07:56:11,Superfast,Wednesday
12430,Express,SEC_001,07:47:20,07:57:20,Superfast,Thursday
12380,Freight,SEC_001,13:44:10,13:59:10,Goods,Friday
12074,Freight,SEC_025,00:40:47,01:04:47,Goods,Monday
22107,Passenger,SEC_048,07:46:48,07:58:48,Mail Passenger,Friday
12282,Express,SEC_026,23:14:17,23:25:17,Rajdhani,Tuesday
22225,Freight,SEC_022,22:49:03,23:05:03,Goods,Sunday
22051,Passenger,SEC_033,17:11:58,17:30:58,Mail Passenger,Wednesday
22179,Express,SEC_028,08:20:28,08:31:28,Superfast,Wednesday
12488,Freight,SEC_019,02:49:33,03:18:33,Goods,Wednesday
22141,Express,SEC_029,02:27:18,02:38:18,Superfast,Wednesday
22155,Express,SEC_001,10:56:32,11:03:32,Superfast,Friday
22409,Freight,SEC_012,22:27:49,22:53:49,Goods,Saturday
22455,Express,SEC_034,05:02:54,05:08:54,Superfast,Sunday
12094,Express,SEC_017,08:52:16,08:59:16,Superfast,Sunday
22183,Freight,SEC_003,22:17:48,22:39:48,Goods,Tuesday
12422,Passenger,SEC_007,18:43:32,18:56:32,Mail Passenger,Friday
22423,Passenger,SEC_043,20:46:20,21:05:20,Mail Passenger,Wednesday
22201,Express,SEC_017,22:40:54,22:45:54,Superfast,Saturday
12382,Express,SEC_002,02:32:56,02:38:56,Superfast,Monday
12152,Passenger,SEC_036,12:22:36,12:33:36,Mail Passenger,Sunday
12116,Express,SEC_026,03:35:29,03:40:29,Rajdhani,Wednesday
12472,Passenger,SEC_023,21:14:19,21:25:19,Mail Passenger,Saturday
22323,Express,SEC_044,00:21:43,00:31:43,Superfast,Friday
12390,Express,SEC_016,16:51:15,16:58:15,Superfast,Wednesday
12116,Express,SEC_029,09:31:33,09:36:33,Superfast,Sunday
22009,Passenger,SEC_037,09:54:12,10:11:12,Mail Passenger,Tuesday
22009,Express,SEC_030,12:45:10,12:52:10,Superfast,Saturday
12348,Passenger,SEC_011,04:03:56,04:20:56,Mail Passenger,Sunday
12150,Freight,SEC_034,11:17:43,11:39:43,Goods,Monday
12258,Freight,SEC_037,12:54:39,13:09:39,Goods,Sunday
22355,Passenger,SEC_006,05:34:36,05:47:36,Mail Passenger,Sunday
22383,Passenger,SEC_009,08:55:22,09:12:22,Mail Passenger,Wednesday
22089,Passenger,SEC_034,17:13:01,17:25:01,Mail Passenger,Saturday
22287,Express,SEC_006,10:16:52,10:24:52,Superfast,Monday
22313,Freight,SEC_044,12:16:25,12:43:25,Goods,Tuesday
22283,Passenger,SEC_006,18:43:54,18:55:54,Mail Passenger,Saturday
12382,Passenger,SEC_048,20:58:11,21:13:11,Mail Passenger,Sunday
22179,Passenger,SEC_033,14:07:08,14:26:08,Mail Passenger,Monday
22155,Passenger,SEC_022,17:05:58,17:19:58,Mail Passenger,Friday
22159,Passenger,SEC_014,18:36:02,18:48:02,Mail Passenger,Monday
22051,Express,SEC_017,21:37:47,21:46:47,Superfast,Saturday
22021,Freight,SEC_037,11:22:35,11:41:35,Goods,Sunday
12298,Express,SEC_037,05:23:26,05:30:26,Superfast,Thursday
12498,Express,SEC_011,21:43:53,21:52:53,Superfast,Monday
22065,Passenger,SEC_027,10:43:41,10:57:41,Mail Passenger,Tuesday
22125,Express,SEC_049,05:29:39,05:39:39,Superfast,Thursday
22001,Express,SEC_013,09:01:18,09:07:18,Rajdhani,Saturday
22121,Express,SEC_034,19:51:17,19:58:17,Rajdhani,Thursday
22065,Freight,SEC_009,00:03:21,00:19:21,Goods,Thursday
12498,Express,SEC_041,07:01:00,07:10:00,Superfast,Friday
22133,Freight,SEC_009,22:35:57,22:58:57,Goods,Sunday
12466,Express,SEC_015,10:24:11,10:34:11,Superfast,Saturday
12338,Passenger,SEC_023,20:00:40,20:10:40,Mail Passenger,Tuesday
12154,Express,SEC_019,07:04:16,07:13:16,Superfast,Tuesday
12166,Passenger,SEC_009,20:23:42,20:38:42,Mail Passenger,Wednesday
12046,Express,SEC_032,08:00:16,08:09:16,Rajdhani,Tuesday
22459,Express,SEC_001,20:13:28,20:20:28,Rajdhani,Saturday
22401,Passenger,SEC_049,02:56:32,03:12:32,Mail Passenger,Sunday
22371,Passenger,SEC_003,10:00:40,10:11:40,Mail Passenger,Friday
12010,Express,SEC_017,19:59:23,20:10:23,Superfast,Sunday
22493,Express,SEC_046,07:43:31,07:51:31,Superfast,Thursday
22123,Freight,SEC_008,14:11:39,14:26:39,Goods,Friday
12332,Freight,SEC_004,02:29:19,02:51:19,Goods,Friday
12286,Express,SEC_037,09:13:38,09:21:38,Superfast,Wednesday
12010,Passenger,SEC_004,21:22:42,21:35:42,Mail Passenger,Saturday
22197,Passenger,SEC_045,12:24:42,12:41:42,Mail Passenger,Thursday
12074,Passenger,SEC_023,19:42:53,20:00:53,Mail Passenger,Friday
22085,Express,SEC_043,04:19:47,04:28:47,Superfast,Tuesday
12134,Freight,SEC_013,14:44:13,15:08:13,Goods,Wednesday
12002,Freight,SEC_007,13:15:40,13:44:40,Goods,Sunday
22351,Express,SEC_048,19:57:59,20:02:59,Superfast,Friday
22371,Freight,SEC_038,01:38:22,02:07:22,Goods,Monday
12322,Express,SEC_045,20:42:05,20:53:05,Superfast,Thursday
12228,Express,SEC_016,23:26:37,23:33:37,Superfast,Friday
12102,Passenger,SEC_020,14:49:10,15:02:10,Mail Passenger,Saturday
22307,Passenger,SEC_029,19:36:12,19:51:12,Mail Passenger,Saturday
22349,Passenger,SEC_022,17:33:28,17:50:28,Mail Passenger,Friday
12106,Express,SEC_012,05:51:59,06:01:59,Rajdhani,Monday
22139,Express,SEC_019,09:25:00,09:30:00,Superfast,Thursday
12428,Express,SEC_030,21:47:52,21:57:52,Superfast,Tuesday
12334,Passenger,SEC_002,01:33:14,01:46:14,Mail Passenger,Monday
12246,Passenger,SEC_017,21:40:31,21:55:31,Mail Passenger,Sunday
22155,Passenger,SEC_015,06:37:46,06:48:46,Mail Passenger,Tuesday
22109,Passenger,SEC_004,14:32:06,14:42:06,Mail Passenger,Tuesday
22105,Express,SEC_007,07:35:38,07:41:38,Superfast,Wednesday
22443,Passenger,SEC_025,09:56:03,10:06:03,Mail Passenger,Thursday
22247,Express,SEC_006,09:56:37,10:06:37,Superfast,Friday
12280,Freight,SEC_017,22:13:30,22:30:30,Goods,Wednesday
12490,Express,SEC_028,08:27:37,08:37:37,Superfast,Saturday
22347,Express,SEC_043,20:59:13,21:07:13,Superfast,Tuesday
22323,Express,SEC_005,12:47:28,12:58:28,Rajdhani,Sunday
12112,Express,SEC_022,08:14:13,08:24:13,Rajdhani,Saturday
22175,Express,SEC_006,08:02:43,08:11:43,Superfast,Friday
12032,Freight,SEC_022,11:26:52,11:54:52,Goods,Monday
22259,Express,SEC_024,10:20:06,10:25:06,Superfast,Saturday
12136,Express,SEC_040,21:04:21,21:10:21,Superfast,Friday
22219,Express,SEC_022,09:56:09,10:03:09,Superfast,Friday
12212,Passenger,SEC_046,20:42:51,20:52:51,Mail Passenger,Tuesday
22015,Freight,SEC_007,13:29:52,13:45:52,Goods,Thursday
22251,Express,SEC_003,10:55:49,11:01:49,Rajdhani,Wednesday
22337,Freight,SEC_001,00:15:45,00:32:45,Goods,Friday
22401,Freight,SEC_018,11:32:37,11:52:37,Goods,Wednesday
12102,Passenger,SEC_010,10:04:28,10:20:28,Mail Passenger,Wednesday
22197,Passenger,SEC_005,07:33:33,07:43:33,Mail Passenger,Sunday
22267,Express,SEC_012,04:11:47,04:21:47,Rajdhani,Thursday
22413,Passenger,SEC_048,18:44:58,18:58:58,Mail Passenger,Friday
22035,Passenger,SEC_040,19:16:02,19:34:02,Mail Passenger,Sunday
12246,Passenger,SEC_001,23:57:51,00:08:51,Mail Passenger,Sunday
22395,Passenger,SEC_045,19:05:23,19:19:23,Mail Passenger,Thursday
12020,Express,SEC_011,21:57:35,22:03:35,Superfast,Tuesday
12008,Freight,SEC_020,01:58:54,02:19:54,Goods,Monday
22043,Passenger,SEC_017,20:13:22,20:29:22,Mail Passenger,Sunday
12160,Freight,SEC_020,01:08:43,01:31:43,Goods,Thursday
12058,Freight,SEC_038,02:59:17,03:22:17,Goods,Thursday
22191,Passenger,SEC_035,18:22:23,18:39:23,Mail Passenger,Sunday
22149,Passenger,SEC_030,05:22:27,05:38:27,Mail Passenger,Wednesday
12386,Express,SEC_031,10:47:10,10:58:10,Rajdhani,Monday
12188,Freight,SEC_036,02:49:24,03:17:24,Goods,Friday
12486,Passenger,SEC_010,10:51:37,11:02:37,Mail Passenger,Sunday
12078,Express,SEC_020,22:44:57,22:53:57,Superfast,Tuesday
22095,Passenger,SEC_006,08:27:29,08:39:29,Mail Passenger,Sunday
12400,Passenger,SEC_035,10:59:47,11:12:47,Mail Passenger,Thursday
22069,Passenger,SEC_022,07:16:06,07:31:06,Mail Passenger,Thursday
22187,Freight,SEC_032,03:13:06,03:42:06,Goods,Sunday
12310,Passenger,SEC_028,09:12:26,09:27:26,Mail Passenger,Wednesday
12446,Express,SEC_014,00:11:57,00:22:57,Superfast,Saturday
12108,Express,SEC_007,07:13:25,07:19:25,Superfast,Monday
12138,Express,SEC_048,17:24:32,17:29:32,Superfast,Friday
12012,Express,SEC_015,12:43:35,12:49:35,Superfast,Monday
12202,Freight,SEC_006,13:21:09,13:47:09,Goods,Monday
22115,Express,SEC_015,17:31:58,17:39:58,Superfast,Wednesday
22145,Passenger,SEC_045,19:09:27,19:24:27,Mail Passenger,Wednesday
22117,Passenger,SEC_013,20:28:08,20:39:08,Mail Passenger,Saturday
12498,Freight,SEC_049,13:38:59,14:06:59,Goods,Sunday
22275,Passenger,SEC_023,20:37:39,20:52:39,Mail Passenger,Sunday
12250,Freight,SEC_043,00:26:40,00:49:40,Goods,Friday
22225,Freight,SEC_033,04:49:35,05:11:35,Goods,Tuesday
22293,Freight,SEC_003,13:33:50,13:54:50,Goods,Friday
12166,Freight,SEC_025,23:41:54,00:01:54,Goods,Thursday
22075,Express,SEC_021,19:33:53,19:39:53,Superfast,Thursday
12144,Passenger,SEC_010,20:25:52,20:42:52,Mail Passenger,Thursday
12160,Express,SEC_027,19:08:09,19:16:09,Superfast,Sunday
22133,Passenger,SEC_006,08:58:04,09:10:04,Mail Passenger,Wednesday
22073,Passenger,SEC_035,12:14:26,12:29:26,Mail Passenger,Sunday
12430,Freight,SEC_041,02:10:21,02:27:21,Goods,Thursday
12216,Express,SEC_005,10:45:37,10:56:37,Superfast,Friday
12230,Passenger,SEC_024,07:07:01,07:19:01,Mail Passenger,Sunday
22445,Freight,SEC_033,22:36:07,22:51:07,Goods,Saturday
22427,Passenger,SEC_004,19:49:22,20:02:22,Mail Passenger,Thursday
22123,Passenger,SEC_020,21:37:42,21:56:42,Mail Passenger,Tuesday
22497,Passenger,SEC_013,13:48:41,14:05:41,Mail Passenger,Monday
12210,Express,SEC_002,21:26:26,21:34:26,Superfast,Wednesday
22247,Freight,SEC_040,03:39:51,04:07:51,Goods,Friday
12466,Passenger,SEC_022,18:40:31,18:55:31,Mail Passenger,Saturday
12464,Passenger,SEC_037,07:41:59,07:58:59,Mail Passenger,Monday
22469,Freight,SEC_029,03:40:05,04:02:05,Goods,Thursday
22087,Passenger,SEC_043,06:15:45,06:30:45,Mail Passenger,Sunday
22039,Freight,SEC_049,12:10:22,12:27:22,Goods,Saturday
12154,Freight,SEC_030,14:58:16,15:21:16,Goods,Sunday
22141,Express,SEC_018,08:07:36,08:15:36,Superfast,Sunday
22329,Freight,SEC_021,00:35:31,01:02:31,Goods,Monday
12080,Express,SEC_041,10:16:23,10:26:23,Superfast,Friday
22119,Freight,SEC_021,14:22:54,14:44:54,Goods,Thursday
22399,Passenger,SEC_026,17:35:14,17:47:14,Mail Passenger,Thursday
22295,Freight,SEC_010,02:52:29,03:11:29,Goods,Saturday
22397,Express,SEC_049,08:21:34,08:32:34,Superfast,Sunday
22449,Express,SEC_032,17:39:10,17:46:10,Superfast,Thursday
12468,Freight,SEC_017,04:52:02,05:10:02,Goods,Friday
12486,Freight,SEC_029,13:39:02,14:00:02,Goods,Thursday
12336,Express,SEC_020,10:51:24,11:00:24,Superfast,Friday
22267,Express,SEC_008,08:19:39,08:27:39,Superfast,Sunday
22321,Express,SEC_043,19:24:36,19:33:36,Superfast,Saturday
12368,Passenger,SEC_044,19:47:38,20:05:38,Mail Passenger,Tuesday
12436,Express,SEC_041,21:26:00,21:36:00,Superfast,Sunday
22301,Express,SEC_019,17:44:14,17:54:14,Rajdhani,Thursday
22291,Express,SEC_013,20:15:35,20:23:35,Superfast,Friday
22209,Express,SEC_003,08:58:48,09:08:48,Rajdhani,Monday
12406,Passenger,SEC_036,09:33:51,09:49:51,Mail Passenger,Thursday
12178,Express,SEC_017,12:32:48,12:40:48,Superfast,Wednesday
22171,Express,SEC_044,15:16:38,15:26:38,Superfast,Monday
22307,Express,SEC_043,03:56:32,04:03:32,Superfast,Saturday
12316,Express,SEC_007,09:13:53,09:22:53,Rajdhani,Monday
12172,Express,SEC_045,21:57:13,22:02:13,Superfast,Saturday
22005,Freight,SEC_007,11:40:26,12:05:26,Goods,Saturday
12374,Express,SEC_025,19:36:29,19:42:29,Superfast,Friday
12044,Express,SEC_024,17:16:26,17:22:26,Rajdhani,Saturday
22063,Passenger,SEC_047,14:53:56,15:12:56,Mail Passenger,Monday
12054,Passenger,SEC_033,17:43:39,17:57:39,Mail Passenger,Monday
22359,Passenger,SEC_043,21:54:48,22:04:48,Mail Passenger,Saturday
12376,Passenger,SEC_030,18:59:03,19:12:03,Mail Passenger,Tuesday
22255,Express,SEC_041,19:01:47,19:11:47,Rajdhani,Wednesday
12046,Passenger,SEC_042,21:11:13,21:28:13,Mail Passenger,Friday
12040,Freight,SEC_043,01:55:29,02:22:29,Goods,Thursday
12280,Express,SEC_021,13:48:58,13:55:58,Superfast,Tuesday
22419,Passenger,SEC_019,21:39:27,21:55:27,Mail Passenger,Tuesday
22353,Freight,SEC_049,03:00:52,03:18:52,Goods,Saturday
12274,Passenger,SEC_038,09:48:30,09:58:30,Mail Passenger,Thursday
22251,Passenger,SEC_045,08:07:11,08:21:11,Mail Passenger,Sunday
22367,Express,SEC_029,17:05:46,17:10:46,Rajdhani,Thursday
22105,Freight,SEC_046,14:46:58,15:03:58,Goods,Friday
22061,Passenger,SEC_036,05:18:29,05:28:29,Mail Passenger,Wednesday
22177,Passenger,SEC_037,22:17:38,22:32:38,Mail Passenger,Monday
22077,Express,SEC_009,16:14:28,16:21:28,Rajdhani,Thursday
12134,Freight,SEC_028,11:38:34,12:00:34,Goods,Saturday
22439,Passenger,SEC_036,17:28:08,17:45:08,Mail Passenger,Wednesday
12240,Passenger,SEC_038,10:44:35,10:57:35,Mail Passenger,Sunday
22233,Passenger,SEC_047,19:20:46,19:33:46,Mail Passenger,Friday
12374,Freight,SEC_017,00:49:13,01:14:13,Goods,Thursday
22147,Passenger,SEC_015,06:07:18,06:19:18,Mail Passenger,Thursday
22353,Freight,SEC_048,00:47:52,01:15:52,Goods,Tuesday
22259,Freight,SEC_049,12:08:02,12:25:02,Goods,Sunday
12286,Express,SEC_009,21:23:19,21:33:19,Superfast,Monday
22185,Passenger,SEC_019,22:03:14,22:13:14,Mail Passenger,Monday
22465,Freight,SEC_047,11:20:20,11:37:20,Goods,Saturday
12486,Express,SEC_010,16:24:30,16:33:30,Superfast,Monday
12062,Express,SEC_039,18:22:46,18:31:46,Superfast,Thursday
12098,Passenger,SEC_006,20:28:48,20:45:48,Mail Passenger,Tuesday
12374,Express,SEC_009,09:04:21,09:15:21,Superfast,Friday
22265,Freight,SEC_039,22:45:37,23:09:37,Goods,Monday
22385,Express,SEC_030,03:59:30,04:06:30,Rajdhani,Tuesday
12166,Freight,SEC_028,14:52:48,15:13:48,Goods,Thursday
22323,Express,SEC_042,09:42:47,09:53:47,Rajdhani,Wednesday
12082,Express,SEC_016,09:30:30,09:35:30,Rajdhani,Tuesday
12480,Express,SEC_025,08:38:27,08:45:27,Superfast,Monday
12340,Express,SEC_030,18:05:42,18:14:42,Superfast,Monday
12322,Freight,SEC_037,23:01:03,23:22:03,Goods,Tuesday
12068,Express,SEC_017,18:53:32,19:01:32,Superfast,Tuesday
12446,Passenger,SEC_032,07:42:07,07:52:07,Mail Passenger,Monday
22137,Passenger,SEC_022,08:06:00,08:17:00,Mail Passenger,Thursday
22061,Passenger,SEC_027,21:14:33,21:26:33,Mail Passenger,Sunday
22243,Freight,SEC_043,14:37:51,14:57:51,Goods,Friday
22483,Express,SEC_020,02:40:34,02:46:34,Superfast,Wednesday
22211,Express,SEC_033,17:40:29,17:47:29,Superfast,Thursday
22003,Express,SEC_047,17:45:41,17:55:41,Superfast,Saturday
22455,Freight,SEC_038,12:14:20,12:32:20,Goods,Sunday
12326,Express,SEC_049,20:54:05,21:03:05,Rajdhani,Thursday
22325,Passenger,SEC_029,07:20:46,07:38:46,Mail Passenger,Tuesday
12278,Passenger,SEC_014,17:20:05,17:30:05,Mail Passenger,Sunday
12034,Express,SEC_049,09:22:10,09:32:10,Superfast,Thursday
22349,Freight,SEC_032,03:14:35,03:34:35,Goods,Monday
22071,Express,SEC_012,18:57:31,19:02:31,Superfast,Tuesday
22103,Express,SEC_016,04:45:00,04:53:00,Rajdhani,Thursday
22293,Express,SEC_013,17:58:25,18:07:25,Superfast,Saturday
12258,Freight,SEC_041,12:12:20,12:41:20,Goods,Saturday
12112,Express,SEC_005,19:42:39,19:50:39,Rajdhani,Tuesday
22033,Express,SEC_037,08:25:25,08:31:25,Rajdhani,Saturday
22097,Express,SEC_028,21:30:51,21:37:51,Rajdhani,Sunday
12022,Express,SEC_004,12:34:35,12:39:35,Rajdhani,Saturday
22493,Freight,SEC_031,11:00:07,11:28:07,Goods,Saturday
22039,Freight,SEC_037,04:39:06,05:04:06,Goods,Saturday
12354,Passenger,SEC_036,00:07:52,00:23:52,Mail Passenger,Thursday
22187,Express,SEC_026,08:06:07,08:15:07,Superfast,Friday
22151,Freight,SEC_017,11:30:29,11:47:29,Goods,Thursday
22001,Express,SEC_009,18:09:13,18:20:13,Superfast,Sunday
22013,Passenger,SEC_001,07:22:44,07:37:44,Mail Passenger,Wednesday
12498,Freight,SEC_018,04:52:55,05:13:55,Goods,Saturday
22397,Passenger,SEC_031,08:31:09,08:46:09,Mail Passenger,Monday
12140,Express,SEC_002,16:22:24,16:29:24,Superfast,Wednesday
12288,Express,SEC_049,20:46:16,20:53:16,Rajdhani,Sunday
12448,Express,SEC_029,00:16:34,00:26:34,Superfast,Tuesday
22155,Express,SEC_015,07:16:38,07:21:38,Superfast,Saturday
12480,Freight,SEC_048,03:45:18,04:03:18,Goods,Thursday
22263,Passenger,SEC_010,09:01:56,09:15:56,Mail Passenger,Monday
22227,Passenger,SEC_047,20:46:45,21:00:45,Mail Passenger,Monday
12448,Passenger,SEC_014,00:16:24,00:29:24,Mail Passenger,Monday
12228,Passenger,SEC_019,17:47:37,18:00:37,Mail Passenger,Thursday
22031,Express,SEC_021,08:23:38,08:34:38,Rajdhani,Wednesday
12074,Passenger,SEC_049,10:59:29,11:09:29,Mail Passenger,Sunday
22365,Express,SEC_013,19:22:48,19:32:48,Rajdhani,Saturday
22315,Express,SEC_048,03:32:56,03:41:56,Rajdhani,Tuesday
22431,Express,SEC_018,11:52:32,11:58:32,Superfast,Thursday
