station_code,field,severity,description,raw_value,detected_at
KGLE,station_code,MEDIUM,OGD station code 'KGLE' not found in OSM dataset.,KGLE,2026-09-06T11:41:48.383010
LCAE,station_code,MEDIUM,OGD station code 'LCAE' not found in OSM dataset.,LCAE,2026-09-06T11:41:48.383010
ACLE,station_code,MEDIUM,OGD station code 'ACLE' not found in OSM dataset.,ACLE,2026-09-06T11:41:48.383010
MPLR,station_code,MEDIUM,OGD station code 'MPLR' not found in OSM dataset.,MPLR,2026-09-06T11:41:48.383010
MGLE,station_code,MEDIUM,OGD station code 'MGLE' not found in OSM dataset.,MGLE,2026-09-06T11:41:48.383010
GALE,station_name,LOW,Name matched by fuzzy substring (OGD='Gankar' ~ OSM='Kagankarai'); verify manually.,,2026-09-06T11:41:48.383010
JRLE,station_code,MEDIUM,OGD station code 'JRLE' not found in OSM dataset.,JRLE,2026-09-06T11:41:48.383010
AHN,station_code,MEDIUM,OGD station code 'AHN' not found in OSM dataset.,AHN,2026-09-06T11:41:48.383010
SPLE,station_code,MEDIUM,OGD station code 'SPLE' not found in OSM dataset.,SPLE,2026-09-06T11:41:48.383010
NILE,station_code,MEDIUM,OGD station code 'NILE' not found in OSM dataset.,NILE,2026-09-06T11:41:48.383010
BDBP,station_code,MEDIUM,OGD station code 'BDBP' not found in OSM dataset.,BDBP,2026-09-06T11:41:48.383010
DGLE,station_code,MEDIUM,OGD station code 'DGLE' not found in OSM dataset.,DGLE,2026-09-06T11:41:48.383010
SXP,station_code,MEDIUM,OGD station code 'SXP' not found in OSM dataset.,SXP,2026-09-06T11:41:48.383010
CMX,station_code,MEDIUM,OGD station code 'CMX' not found in OSM dataset.,CMX,2026-09-06T11:41:48.383010
KTJ,station_code,MEDIUM,OGD station code 'KTJ' not found in OSM dataset.,KTJ,2026-09-06T11:41:48.383010
JMQ,station_code,MEDIUM,OGD station code 'JMQ' not found in OSM dataset.,JMQ,2026-09-06T11:41:48.383010
GZM,station_code,MEDIUM,OGD station code 'GZM' not found in OSM dataset.,GZM,2026-09-06T11:41:48.383010
SM,station_code,MEDIUM,OGD station code 'SM' not found in OSM dataset.,SM,2026-09-06T11:41:48.383010
BKRD,station_code,MEDIUM,OGD station code 'BKRD' not found in OSM dataset.,BKRD,2026-09-06T11:41:48.383010
KDPR,station_code,MEDIUM,OGD station code 'KDPR' not found in OSM dataset.,KDPR,2026-09-06T11:41:48.383010
LAV,station_code,MEDIUM,OGD station code 'LAV' not found in OSM dataset.,LAV,2026-09-06T11:41:48.383010
GRH,station_code,MEDIUM,OGD station code 'GRH' not found in OSM dataset.,GRH,2026-09-06T11:41:48.383010
KAN,station_code,MEDIUM,OGD station code 'KAN' not found in OSM dataset.,KAN,2026-09-06T11:41:48.383010
MUW,station_name,LOW,Name matched by fuzzy substring (OGD='Mathura Pur' ~ OSM='Mathur'); verify manually.,,2026-09-06T11:41:48.383010
TWG,station_code,MEDIUM,OGD station code 'TWG' not found in OSM dataset.,TWG,2026-09-06T11:41:48.383010
CSA,station_code,MEDIUM,OGD station code 'CSA' not found in OSM dataset.,CSA,2026-09-06T11:41:48.383010
BWH,station_code,MEDIUM,OGD station code 'BWH' not found in OSM dataset.,BWH,2026-09-06T11:41:48.383010
DHA,station_code,MEDIUM,OGD station code 'DHA' not found in OSM dataset.,DHA,2026-09-06T11:41:48.383010
SLD,station_code,MEDIUM,OGD station code 'SLD' not found in OSM dataset.,SLD,2026-09-06T11:41:48.383010
KCA,station_code,MEDIUM,OGD station code 'KCA' not found in OSM dataset.,KCA,2026-09-06T11:41:48.383010
VYN,station_code,MEDIUM,OGD station code 'VYN' not found in OSM dataset.,VYN,2026-09-06T11:41:48.388422
BRPT,station_code,MEDIUM,OGD station code 'BRPT' not found in OSM dataset.,BRPT,2026-09-06T11:41:48.388422
PDRD,station_code,MEDIUM,OGD station code 'PDRD' not found in OSM dataset.,PDRD,2026-09-06T11:41:48.388422
SIQ,station_code,MEDIUM,OGD station code 'SIQ' not found in OSM dataset.,SIQ,2026-09-06T11:41:48.388422
SKN,station_code,MEDIUM,OGD station code 'SKN' not found in OSM dataset.,SKN,2026-09-06T11:41:48.388422
HRPG,station_code,MEDIUM,OGD station code 'HRPG' not found in OSM dataset.,HRPG,2026-09-06T11:41:48.388422
KEPR,station_code,MEDIUM,OGD station code 'KEPR' not found in OSM dataset.,KEPR,2026-09-06T11:41:48.388422
LBA,station_code,MEDIUM,OGD station code 'LBA' not found in OSM dataset.,LBA,2026-09-06T11:41:48.388422
SHNG,station_code,MEDIUM,OGD station code 'SHNG' not found in OSM dataset.,SHNG,2026-09-06T11:41:48.388422
AKJ,station_code,MEDIUM,OGD station code 'AKJ' not found in OSM dataset.,AKJ,2026-09-06T11:41:48.388422
HGH,station_code,MEDIUM,OGD station code 'HGH' not found in OSM dataset.,HGH,2026-09-06T11:41:48.388422
AMG,station_code,MEDIUM,OGD station code 'AMG' not found in OSM dataset.,AMG,2026-09-06T11:41:48.388422
AO,station_code,MEDIUM,OGD station code 'AO' not found in OSM dataset.,AO,2026-09-06T11:41:48.388422
CH,station_code,MEDIUM,OGD station code 'CH' not found in OSM dataset.,CH,2026-09-06T11:41:48.388422
RJK,station_code,MEDIUM,OGD station code 'RJK' not found in OSM dataset.,RJK,2026-09-06T11:41:48.388422
GVG,station_code,MEDIUM,OGD station code 'GVG' not found in OSM dataset.,GVG,2026-09-06T11:41:48.388422
DDL,station_code,MEDIUM,OGD station code 'DDL' not found in OSM dataset.,DDL,2026-09-06T11:41:48.388422
SOP,station_code,MEDIUM,OGD station code 'SOP' not found in OSM dataset.,SOP,2026-09-06T11:41:48.388422
SURI,station_code,MEDIUM,OGD station code 'SURI' not found in OSM dataset.,SURI,2026-09-06T11:41:48.388422
EKI,station_code,MEDIUM,OGD station code 'EKI' not found in OSM dataset.,EKI,2026-09-06T11:41:48.388422
GZO,station_code,MEDIUM,OGD station code 'GZO' not found in OSM dataset.,GZO,2026-09-06T11:41:48.388422
BNDP,station_code,MEDIUM,OGD station code 'BNDP' not found in OSM dataset.,BNDP,2026-09-06T11:41:48.388422
GRMP,station_code,MEDIUM,OGD station code 'GRMP' not found in OSM dataset.,GRMP,2026-09-06T11:41:48.388422
BLGT,station_code,MEDIUM,OGD station code 'BLGT' not found in OSM dataset.,BLGT,2026-09-06T11:41:48.388422
MZC,station_code,MEDIUM,OGD station code 'MZC' not found in OSM dataset.,MZC,2026-09-06T11:41:48.388422
SVRP,station_code,MEDIUM,OGD station code 'SVRP' not found in OSM dataset.,SVRP,2026-09-06T11:41:48.388422
EKC,station_code,MEDIUM,OGD station code 'EKC' not found in OSM dataset.,EKC,2026-09-06T11:41:48.388422
GGA,station_code,MEDIUM,OGD station code 'GGA' not found in OSM dataset.,GGA,2026-09-06T11:41:48.388422
RHA,station_code,MEDIUM,OGD station code 'RHA' not found in OSM dataset.,RHA,2026-09-06T11:41:48.388422
KNJ,station_code,MEDIUM,OGD station code 'KNJ' not found in OSM dataset.,KNJ,2026-09-06T11:41:48.388422
BTY,station_code,MEDIUM,OGD station code 'BTY' not found in OSM dataset.,BTY,2026-09-06T11:41:48.388422
DEB,station_code,MEDIUM,OGD station code 'DEB' not found in OSM dataset.,DEB,2026-09-06T11:41:48.388422
PLY,station_code,MEDIUM,OGD station code 'PLY' not found in OSM dataset.,PLY,2026-09-06T11:41:48.391734
REJ,station_code,MEDIUM,OGD station code 'REJ' not found in OSM dataset.,REJ,2026-09-06T11:41:48.391734
BEB,station_code,MEDIUM,OGD station code 'BEB' not found in OSM dataset.,BEB,2026-09-06T11:41:48.391734
BPC,station_code,MEDIUM,OGD station code 'BPC' not found in OSM dataset.,BPC,2026-09-06T11:41:48.391734
CSZ,station_code,MEDIUM,OGD station code 'CSZ' not found in OSM dataset.,CSZ,2026-09-06T11:41:48.391734
MBB,station_code,MEDIUM,OGD station code 'MBB' not found in OSM dataset.,MBB,2026-09-06T11:41:48.391734
JJG,station_code,MEDIUM,OGD station code 'JJG' not found in OSM dataset.,JJG,2026-09-06T11:41:48.391734
BQG,station_code,MEDIUM,OGD station code 'BQG' not found in OSM dataset.,BQG,2026-09-06T11:41:48.391734
LGL,station_code,MEDIUM,OGD station code 'LGL' not found in OSM dataset.,LGL,2026-09-06T11:41:48.391734
VPDA,station_code,MEDIUM,OGD station code 'VPDA' not found in OSM dataset.,VPDA,2026-09-06T11:41:48.391734
MOG,station_code,MEDIUM,OGD station code 'MOG' not found in OSM dataset.,MOG,2026-09-06T11:41:48.391734
SPP,station_code,MEDIUM,OGD station code 'SPP' not found in OSM dataset.,SPP,2026-09-06T11:41:48.392697
MNO,station_code,MEDIUM,OGD station code 'MNO' not found in OSM dataset.,MNO,2026-09-06T11:41:48.392697
DES,station_code,MEDIUM,OGD station code 'DES' not found in OSM dataset.,DES,2026-09-06T11:41:48.392697
AYRN,station_code,MEDIUM,OGD station code 'AYRN' not found in OSM dataset.,AYRN,2026-09-06T11:41:48.392697
STLR,station_code,MEDIUM,OGD station code 'STLR' not found in OSM dataset.,STLR,2026-09-06T11:41:48.392697
STW,station_code,MEDIUM,OGD station code 'STW' not found in OSM dataset.,STW,2026-09-06T11:41:48.392697
GEDE,station_code,MEDIUM,OGD station code 'GEDE' not found in OSM dataset.,GEDE,2026-09-06T11:41:48.392697
BNXR,station_code,MEDIUM,OGD station code 'BNXR' not found in OSM dataset.,BNXR,2026-09-06T11:41:48.392697
DAKE,station_code,MEDIUM,OGD station code 'DAKE' not found in OSM dataset.,DAKE,2026-09-06T11:41:48.392697
KLP,station_code,MEDIUM,OGD station code 'KLP' not found in OSM dataset.,KLP,2026-09-06T11:41:48.392697
TLJ,station_code,MEDIUM,OGD station code 'TLJ' not found in OSM dataset.,TLJ,2026-09-06T11:41:48.392697
SLJ,station_code,MEDIUM,OGD station code 'SLJ' not found in OSM dataset.,SLJ,2026-09-06T11:41:48.392697
BKSL,station_code,MEDIUM,OGD station code 'BKSL' not found in OSM dataset.,BKSL,2026-09-06T11:41:48.392697
SBO,station_code,MEDIUM,OGD station code 'SBO' not found in OSM dataset.,SBO,2026-09-06T11:41:48.392697
NAT,station_code,MEDIUM,OGD station code 'NAT' not found in OSM dataset.,NAT,2026-09-06T11:41:48.392697
MPY,station_code,MEDIUM,OGD station code 'MPY' not found in OSM dataset.,MPY,2026-09-06T11:41:48.392697
RPUR,station_code,MEDIUM,OGD station code 'RPUR' not found in OSM dataset.,RPUR,2026-09-06T11:41:48.392697
DRTP,station_code,MEDIUM,OGD station code 'DRTP' not found in OSM dataset.,DRTP,2026-09-06T11:41:48.392697
KWO,station_code,MEDIUM,OGD station code 'KWO' not found in OSM dataset.,KWO,2026-09-06T11:41:48.392697
HDE,station_code,MEDIUM,OGD station code 'HDE' not found in OSM dataset.,HDE,2026-09-06T11:41:48.392697
PAIL,station_code,MEDIUM,OGD station code 'PAIL' not found in OSM dataset.,PAIL,2026-09-06T11:41:48.394864
KRS,station_code,MEDIUM,OGD station code 'KRS' not found in OSM dataset.,KRS,2026-09-06T11:41:48.394864
BSBR,station_code,MEDIUM,OGD station code 'BSBR' not found in OSM dataset.,BSBR,2026-09-06T11:41:48.394864
CTR,station_name,LOW,Name matched by fuzzy substring (OGD='Chatra' ~ OSM='Kalpattichatram'); verify manually.,,2026-09-06T11:41:48.394864
PTPL,station_code,MEDIUM,OGD station code 'PTPL' not found in OSM dataset.,PTPL,2026-09-06T11:41:48.394864
BFM,station_code,MEDIUM,OGD station code 'BFM' not found in OSM dataset.,BFM,2026-09-06T11:41:48.394864
RDUM,station_code,MEDIUM,OGD station code 'RDUM' not found in OSM dataset.,RDUM,2026-09-06T11:41:48.394864
TALL,station_code,MEDIUM,OGD station code 'TALL' not found in OSM dataset.,TALL,2026-09-06T11:41:48.394864
KNHP,station_code,MEDIUM,OGD station code 'KNHP' not found in OSM dataset.,KNHP,2026-09-06T11:41:48.394864
MMKB,station_code,MEDIUM,OGD station code 'MMKB' not found in OSM dataset.,MMKB,2026-09-06T11:41:48.394864
TKBG,station_code,MEDIUM,OGD station code 'TKBG' not found in OSM dataset.,TKBG,2026-09-06T11:41:48.394864
SMBH,station_code,MEDIUM,OGD station code 'SMBH' not found in OSM dataset.,SMBH,2026-09-06T11:41:48.394864
BKG,station_code,MEDIUM,OGD station code 'BKG' not found in OSM dataset.,BKG,2026-09-06T11:41:48.394864
RSR,station_code,MEDIUM,OGD station code 'RSR' not found in OSM dataset.,RSR,2026-09-06T11:41:48.394864
AZR,station_code,MEDIUM,OGD station code 'AZR' not found in OSM dataset.,AZR,2026-09-06T11:41:48.394864
NMX,station_code,MEDIUM,OGD station code 'NMX' not found in OSM dataset.,NMX,2026-09-06T11:41:48.394864
FLK,station_code,MEDIUM,OGD station code 'FLK' not found in OSM dataset.,FLK,2026-09-06T11:41:48.394864
GDX,station_code,MEDIUM,OGD station code 'GDX' not found in OSM dataset.,GDX,2026-09-06T11:41:48.394864
RGJ,station_code,MEDIUM,OGD station code 'RGJ' not found in OSM dataset.,RGJ,2026-09-06T11:41:48.394864
KAJ,station_code,MEDIUM,OGD station code 'KAJ' not found in OSM dataset.,KAJ,2026-09-06T11:41:48.394864
RDP,station_code,MEDIUM,OGD station code 'RDP' not found in OSM dataset.,RDP,2026-09-06T11:41:48.394864
NMZ,station_code,MEDIUM,OGD station code 'NMZ' not found in OSM dataset.,NMZ,2026-09-06T11:41:48.394864
DLO,station_code,MEDIUM,OGD station code 'DLO' not found in OSM dataset.,DLO,2026-09-06T11:41:48.394864
HSA,station_code,MEDIUM,OGD station code 'HSA' not found in OSM dataset.,HSA,2026-09-06T11:41:48.394864
HOJ,station_code,MEDIUM,OGD station code 'HOJ' not found in OSM dataset.,HOJ,2026-09-06T11:41:48.394864
APDJ,station_code,MEDIUM,OGD station code 'APDJ' not found in OSM dataset.,APDJ,2026-09-06T11:41:48.394864
GJD,station_code,MEDIUM,OGD station code 'GJD' not found in OSM dataset.,GJD,2026-09-06T11:41:48.394864
GAP,station_code,MEDIUM,OGD station code 'GAP' not found in OSM dataset.,GAP,2026-09-06T11:41:48.394864
MLD,station_code,MEDIUM,OGD station code 'MLD' not found in OSM dataset.,MLD,2026-09-06T11:41:48.394864
CBJ,station_code,MEDIUM,OGD station code 'CBJ' not found in OSM dataset.,CBJ,2026-09-06T11:41:48.394864
MIL,station_code,MEDIUM,OGD station code 'MIL' not found in OSM dataset.,MIL,2026-09-06T11:41:48.394864
KNT,station_code,MEDIUM,OGD station code 'KNT' not found in OSM dataset.,KNT,2026-09-06T11:41:48.394864
CNK,station_code,MEDIUM,OGD station code 'CNK' not found in OSM dataset.,CNK,2026-09-06T11:41:48.394864
RSI,station_code,MEDIUM,OGD station code 'RSI' not found in OSM dataset.,RSI,2026-09-06T11:41:48.394864
MZM,station_code,MEDIUM,OGD station code 'MZM' not found in OSM dataset.,MZM,2026-09-06T11:41:48.394864
JGA,station_code,MEDIUM,OGD station code 'JGA' not found in OSM dataset.,JGA,2026-09-06T11:41:48.394864
OMLF,station_code,MEDIUM,OGD station code 'OMLF' not found in OSM dataset.,OMLF,2026-09-06T11:41:48.394864
SMO,station_code,MEDIUM,OGD station code 'SMO' not found in OSM dataset.,SMO,2026-09-06T11:41:48.394864
CRR,station_code,MEDIUM,OGD station code 'CRR' not found in OSM dataset.,CRR,2026-09-06T11:41:48.394864
KUE,station_code,MEDIUM,OGD station code 'KUE' not found in OSM dataset.,KUE,2026-09-06T11:41:48.394864
THB,station_code,MEDIUM,OGD station code 'THB' not found in OSM dataset.,THB,2026-09-06T11:41:48.394864
NNR,station_code,MEDIUM,OGD station code 'NNR' not found in OSM dataset.,NNR,2026-09-06T11:41:48.394864
MSK,station_code,MEDIUM,OGD station code 'MSK' not found in OSM dataset.,MSK,2026-09-06T11:41:48.394864
HTC,station_code,MEDIUM,OGD station code 'HTC' not found in OSM dataset.,HTC,2026-09-06T11:41:48.394864
BNKI,station_code,MEDIUM,OGD station code 'BNKI' not found in OSM dataset.,BNKI,2026-09-06T11:41:48.394864
MRIJ,station_code,MEDIUM,OGD station code 'MRIJ' not found in OSM dataset.,MRIJ,2026-09-06T11:41:48.394864
DMH,station_code,MEDIUM,OGD station code 'DMH' not found in OSM dataset.,DMH,2026-09-06T11:41:48.394864
RJA,station_code,MEDIUM,OGD station code 'RJA' not found in OSM dataset.,RJA,2026-09-06T11:41:48.394864
TPF,station_code,MEDIUM,OGD station code 'TPF' not found in OSM dataset.,TPF,2026-09-06T11:41:48.394864
ARW,station_code,MEDIUM,OGD station code 'ARW' not found in OSM dataset.,ARW,2026-09-06T11:41:48.394864
KYT,station_code,MEDIUM,OGD station code 'KYT' not found in OSM dataset.,KYT,2026-09-06T11:41:48.394864
MNF,station_code,MEDIUM,OGD station code 'MNF' not found in OSM dataset.,MNF,2026-09-06T11:41:48.394864
MJA,station_code,MEDIUM,OGD station code 'MJA' not found in OSM dataset.,MJA,2026-09-06T11:41:48.394864
KJI,station_code,MEDIUM,OGD station code 'KJI' not found in OSM dataset.,KJI,2026-09-06T11:41:48.394864
PDW,station_code,MEDIUM,OGD station code 'PDW' not found in OSM dataset.,PDW,2026-09-06T11:41:48.394864
RBZ,station_code,MEDIUM,OGD station code 'RBZ' not found in OSM dataset.,RBZ,2026-09-06T11:41:48.394864
NNW,station_code,MEDIUM,OGD station code 'NNW' not found in OSM dataset.,NNW,2026-09-06T11:41:48.394864
BAKA,station_code,MEDIUM,OGD station code 'BAKA' not found in OSM dataset.,BAKA,2026-09-06T11:41:48.394864
MRHA,station_code,MEDIUM,OGD station code 'MRHA' not found in OSM dataset.,MRHA,2026-09-06T11:41:48.394864
TELY,station_code,MEDIUM,OGD station code 'TELY' not found in OSM dataset.,TELY,2026-09-06T11:41:48.394864
BHLE,station_code,MEDIUM,OGD station code 'BHLE' not found in OSM dataset.,BHLE,2026-09-06T11:41:48.394864
PNSA,station_code,MEDIUM,OGD station code 'PNSA' not found in OSM dataset.,PNSA,2026-09-06T11:41:48.394864
DWLE,station_code,MEDIUM,OGD station code 'DWLE' not found in OSM dataset.,DWLE,2026-09-06T11:41:48.394864
HPLE,station_code,MEDIUM,OGD station code 'HPLE' not found in OSM dataset.,HPLE,2026-09-06T11:41:48.394864
KKTA,station_code,MEDIUM,OGD station code 'KKTA' not found in OSM dataset.,KKTA,2026-09-06T11:41:48.394864
PPN,station_code,MEDIUM,OGD station code 'PPN' not found in OSM dataset.,PPN,2026-09-06T11:41:48.394864
PFT,station_code,MEDIUM,OGD station code 'PFT' not found in OSM dataset.,PFT,2026-09-06T11:41:48.394864
NDW,station_code,MEDIUM,OGD station code 'NDW' not found in OSM dataset.,NDW,2026-09-06T11:41:48.394864
NDU,station_code,MEDIUM,OGD station code 'NDU' not found in OSM dataset.,NDU,2026-09-06T11:41:48.394864
THA,station_code,MEDIUM,OGD station code 'THA' not found in OSM dataset.,THA,2026-09-06T11:41:48.394864
MDE,station_code,MEDIUM,OGD station code 'MDE' not found in OSM dataset.,MDE,2026-09-06T11:41:48.394864
BELA,station_code,MEDIUM,OGD station code 'BELA' not found in OSM dataset.,BELA,2026-09-06T11:41:48.394864
KSTA,station_code,MEDIUM,OGD station code 'KSTA' not found in OSM dataset.,KSTA,2026-09-06T11:41:48.394864
PRY,station_code,MEDIUM,OGD station code 'PRY' not found in OSM dataset.,PRY,2026-09-06T11:41:48.394864
IMGE,station_code,MEDIUM,OGD station code 'IMGE' not found in OSM dataset.,IMGE,2026-09-06T11:41:48.394864
TETA,station_code,MEDIUM,OGD station code 'TETA' not found in OSM dataset.,TETA,2026-09-06T11:41:48.394864
SUD,station_code,MEDIUM,OGD station code 'SUD' not found in OSM dataset.,SUD,2026-09-06T11:41:48.394864
KWE,station_code,MEDIUM,OGD station code 'KWE' not found in OSM dataset.,KWE,2026-09-06T11:41:48.394864
KTRH,station_code,MEDIUM,OGD station code 'KTRH' not found in OSM dataset.,KTRH,2026-09-06T11:41:48.394864
LKN,station_code,MEDIUM,OGD station code 'LKN' not found in OSM dataset.,LKN,2026-09-06T11:41:48.394864
HTZU,station_code,MEDIUM,OGD station code 'HTZU' not found in OSM dataset.,HTZU,2026-09-06T11:41:48.394864
RJO,station_code,MEDIUM,OGD station code 'RJO' not found in OSM dataset.,RJO,2026-09-06T11:41:48.394864
GHX,station_code,MEDIUM,OGD station code 'GHX' not found in OSM dataset.,GHX,2026-09-06T11:41:48.394864
BNV,station_code,MEDIUM,OGD station code 'BNV' not found in OSM dataset.,BNV,2026-09-06T11:41:48.394864
GQN,station_code,MEDIUM,OGD station code 'GQN' not found in OSM dataset.,GQN,2026-09-06T11:41:48.394864
PIRO,station_code,MEDIUM,OGD station code 'PIRO' not found in OSM dataset.,PIRO,2026-09-06T11:41:48.394864
XBKJ,station_code,MEDIUM,OGD station code 'XBKJ' not found in OSM dataset.,XBKJ,2026-09-06T11:41:48.394864
GNK,station_code,MEDIUM,OGD station code 'GNK' not found in OSM dataset.,GNK,2026-09-06T11:41:48.394864
KMGE,station_code,MEDIUM,OGD station code 'KMGE' not found in OSM dataset.,KMGE,2026-09-06T11:41:48.394864
ADTP,station_code,MEDIUM,OGD station code 'ADTP' not found in OSM dataset.,ADTP,2026-09-06T11:41:48.394864
KND,station_code,MEDIUM,OGD station code 'KND' not found in OSM dataset.,KND,2026-09-06T11:41:48.394864
BURN,station_code,MEDIUM,OGD station code 'BURN' not found in OSM dataset.,BURN,2026-09-06T11:41:48.394864
GMH,station_code,MEDIUM,OGD station code 'GMH' not found in OSM dataset.,GMH,2026-09-06T11:41:48.394864
SDBH,station_code,MEDIUM,OGD station code 'SDBH' not found in OSM dataset.,SDBH,2026-09-06T11:41:48.394864
