task_id,severity_class,overdue_days,traffic_density_class,deferred_count,actual_priority_rank
TMS_TASK_020524,C,8,Low,1,25.25
SMMS_TASK_008145,C,37,Low,3,60.37
TMS_TASK_028835,B,7,Medium,5,61.26
SMMS_TASK_019142,B,23,Low,1,58.87
SMMS_TASK_001273,B,2,High,4,53.35
TDMS_TASK_024100,A,24,High,3,91.33
TDMS_TASK_002482,B,2,Low,2,37.32
TMS_TASK_014064,C,38,Medium,4,66.13
SMMS_TASK_014000,B,7,High,3,55.68
TMS_TASK_011061,A,11,Critical Peak,4,93.33
TDMS_TASK_015781,A,17,Low,0,70.86
SMMS_TASK_009465,B,19,Critical Peak,2,75.4
TMS_TASK_023001,B,28,Medium,4,77.29
TMS_TASK_007789,B,21,High,2,66.18
TMS_TASK_025464,B,39,Low,2,72.14
TMS_TASK_008976,A,26,High,4,100.0
TDMS_TASK_010836,A,44,High,4,100.0
TMS_TASK_015750,C,43,Medium,0,52.51
SMMS_TASK_014881,B,20,Medium,1,58.37
TDMS_TASK_007037,C,37,High,5,75.51
TDMS_TASK_009616,C,37,Critical Peak,3,72.38
SMMS_TASK_005425,B,11,High,3,59.86
TMS_TASK_026389,B,13,Low,2,56.64
SMMS_TASK_013658,B,28,Critical Peak,1,75.71
TDMS_TASK_009237,A,27,Critical Peak,0,91.41
SMMS_TASK_007097,B,18,Low,1,52.11
TMS_TASK_014463,C,5,High,2,36.93
TMS_TASK_026435,B,30,Medium,1,63.21
SMMS_TASK_011525,B,6,Medium,4,57.33
TDMS_TASK_000967,B,13,High,2,58.74
TDMS_TASK_010285,B,3,Low,5,54.25
TMS_TASK_024293,B,36,High,5,93.05
SMMS_TASK_002887,A,0,Medium,5,73.62
TDMS_TASK_003936,B,5,Medium,4,48.82
TMS_TASK_029187,B,13,Medium,1,47.81
TDMS_TASK_006327,B,35,High,5,90.83
SMMS_TASK_005392,B,16,Critical Peak,0,54.88
TDMS_TASK_009535,A,22,Low,0,71.17
SMMS_TASK_013214,B,44,High,2,72.47
SMMS_TASK_008855,B,36,Low,3,79.6
TDMS_TASK_005932,B,12,Medium,1,49.42
SMMS_TASK_015283,B,40,Low,0,65.02
TMS_TASK_023263,C,10,Low,3,41.54
SMMS_TASK_023904,C,12,High,0,34.31
SMMS_TASK_009124,B,8,High,0,43.78
TMS_TASK_012802,B,38,Low,5,84.55
TDMS_TASK_024699,B,10,Low,4,59.61
TMS_TASK_007747,B,0,Medium,3,44.35
TMS_TASK_006599,B,27,Medium,3,72.52
SMMS_TASK_006858,A,7,High,3,79.27
TMS_TASK_009336,B,40,High,5,87.79
TDMS_TASK_014004,C,12,Critical Peak,2,47.66
TMS_TASK_025390,B,24,Critical Peak,0,68.1
TMS_TASK_000686,A,4,Low,0,49.3
TMS_TASK_023681,B,41,High,5,89.04
TDMS_TASK_024483,A,39,Critical Peak,5,100.0
TMS_TASK_009882,B,37,Critical Peak,4,93.88
TMS_TASK_016719,B,4,High,4,52.94
TMS_TASK_015694,C,4,Critical Peak,5,52.13
TMS_TASK_024768,B,30,Medium,3,75.41
SMMS_TASK_017014,B,3,High,3,47.32
TDMS_TASK_019204,C,1,High,2,27.22
TMS_TASK_025280,B,1,Critical Peak,4,57.5
SMMS_TASK_017284,B,21,Critical Peak,2,70.98
TMS_TASK_017983,C,40,Low,5,68.87
TDMS_TASK_002167,C,22,High,5,72.08
SMMS_TASK_008015,B,8,Critical Peak,1,51.5
TDMS_TASK_001065,B,36,Medium,3,72.8
SMMS_TASK_015648,A,29,Critical Peak,1,91.56
TMS_TASK_027783,B,41,Critical Peak,2,84.86
TMS_TASK_003974,B,16,Low,2,52.41
TDMS_TASK_017657,C,11,High,3,44.53
TMS_TASK_001381,B,38,Low,0,59.9
TMS_TASK_000173,A,7,Low,1,64.33
TDMS_TASK_007185,A,39,High,4,100.0
TDMS_TASK_005452,B,15,High,1,50.41
SMMS_TASK_021897,B,20,Medium,5,71.53
SMMS_TASK_018573,C,21,High,0,41.89
TMS_TASK_008899,A,3,Critical Peak,3,79.14
SMMS_TASK_022617,B,30,Critical Peak,0,77.66
TMS_TASK_027668,A,32,Critical Peak,4,100.0
SMMS_TASK_016588,B,12,Low,1,43.89
SMMS_TASK_001049,B,44,High,1,71.77
TMS_TASK_007772,C,12,Low,2,36.3
TDMS_TASK_001910,C,4,High,4,40.47
TDMS_TASK_004053,A,20,Low,2,79.12
SMMS_TASK_019602,B,14,High,5,74.13
TDMS_TASK_000291,B,10,Medium,2,51.67
TDMS_TASK_020267,B,8,Critical Peak,2,55.09
TMS_TASK_026286,A,3,Critical Peak,1,70.65
TDMS_TASK_023387,C,10,Medium,1,31.71
TMS_TASK_003058,C,36,Critical Peak,0,56.74
TMS_TASK_008205,A,43,Low,3,92.11
TMS_TASK_025211,B,32,Medium,5,82.22
TMS_TASK_007237,C,12,Low,2,36.08
TDMS_TASK_023905,B,11,High,1,49.17
SMMS_TASK_019370,B,10,Medium,5,61.6
SMMS_TASK_000992,B,33,High,4,83.22
TDMS_TASK_009212,A,16,Critical Peak,2,85.98
SMMS_TASK_007881,A,23,Critical Peak,5,100.0
TDMS_TASK_021865,B,32,Medium,4,81.25
TDMS_TASK_004878,B,28,Critical Peak,0,70.25
TDMS_TASK_024930,A,42,High,5,100.0
SMMS_TASK_000175,B,0,Medium,0,31.72
TDMS_TASK_001278,C,1,Critical Peak,1,26.09
TMS_TASK_018657,B,19,High,4,68.36
TMS_TASK_000003,A,17,Medium,1,75.72
SMMS_TASK_019014,B,10,Low,4,57.44
TDMS_TASK_016074,C,33,High,0,48.37
SMMS_TASK_012665,B,40,High,3,84.69
TMS_TASK_009840,C,38,Critical Peak,1,59.44
TDMS_TASK_004962,B,30,Critical Peak,1,78.01
TDMS_TASK_005607,B,11,Low,1,47.2
TDMS_TASK_005757,B,3,High,0,30.0
TDMS_TASK_010255,B,10,Low,2,51.95
TDMS_TASK_005757,C,13,Medium,5,46.53
SMMS_TASK_024653,C,0,High,3,37.25
SMMS_TASK_000428,B,3,Critical Peak,1,49.83
TDMS_TASK_010635,B,42,Critical Peak,4,88.94
TMS_TASK_020765,B,37,Medium,0,67.41
TDMS_TASK_008498,A,3,Medium,4,63.73
SMMS_TASK_021061,B,38,Critical Peak,1,81.58
TDMS_TASK_008810,A,38,Critical Peak,0,93.93
TMS_TASK_016073,B,12,Low,3,61.72
TMS_TASK_026167,A,26,Low,4,100.0
TDMS_TASK_003538,C,40,Low,0,47.25
TDMS_TASK_022594,B,40,Critical Peak,2,86.72
TMS_TASK_005131,B,41,High,4,89.11
TDMS_TASK_015372,B,15,Critical Peak,4,79.81
TDMS_TASK_011569,B,35,High,0,69.85
TMS_TASK_002612,C,21,Medium,3,49.15
TMS_TASK_001027,C,15,High,1,41.05
TDMS_TASK_003141,B,14,Critical Peak,3,68.64
SMMS_TASK_018466,C,3,High,4,42.5
SMMS_TASK_014580,B,6,Medium,5,58.65
TDMS_TASK_021022,B,31,Low,1,70.5
SMMS_TASK_012135,A,14,Medium,5,90.84
TMS_TASK_028479,C,41,Low,3,65.87
TMS_TASK_007962,B,21,High,4,78.07
TMS_TASK_005062,B,10,Critical Peak,4,65.14
TMS_TASK_026691,C,25,Low,4,61.39
TMS_TASK_000313,B,18,Medium,4,63.09
SMMS_TASK_018200,A,8,Medium,5,82.45
TDMS_TASK_002517,B,10,Low,0,41.66
TDMS_TASK_005880,B,43,Medium,0,60.28
SMMS_TASK_018727,C,32,High,5,75.55
TDMS_TASK_003963,C,30,Low,1,51.51
TMS_TASK_005402,C,40,Medium,3,59.32
SMMS_TASK_017325,B,18,High,4,76.73
TDMS_TASK_023027,A,5,Low,1,61.15
TMS_TASK_021010,C,11,High,2,34.39
SMMS_TASK_006155,B,40,Low,0,59.36
SMMS_TASK_000921,A,25,Medium,2,86.53
TDMS_TASK_021983,C,6,Low,1,27.31
SMMS_TASK_005574,C,9,Low,1,32.61
TMS_TASK_006239,B,32,Critical Peak,3,82.71
TDMS_TASK_014678,B,23,High,3,70.94
SMMS_TASK_008466,C,18,Medium,3,45.42
SMMS_TASK_003946,A,27,Low,4,97.6
SMMS_TASK_007053,A,25,High,5,100.0
TMS_TASK_028104,C,33,Medium,4,65.51
SMMS_TASK_005436,C,34,Low,2,59.56
SMMS_TASK_001256,C,11,Low,1,35.75
TDMS_TASK_008518,C,44,Low,3,57.67
SMMS_TASK_016368,B,32,Medium,2,72.87
TMS_TASK_023435,B,18,Low,4,69.16
SMMS_TASK_023804,C,17,Low,0,31.03
TMS_TASK_024187,C,19,Critical Peak,4,65.08
TDMS_TASK_021106,B,29,High,3,87.62
TDMS_TASK_019769,B,16,Critical Peak,5,79.01
TDMS_TASK_009220,B,21,High,4,75.55
TDMS_TASK_012169,A,17,Critical Peak,4,97.99
TMS_TASK_021430,B,12,Low,0,45.54
TDMS_TASK_017808,A,15,Medium,5,88.8
TDMS_TASK_008576,C,39,High,5,73.99
SMMS_TASK_003052,B,5,Medium,5,60.01
SMMS_TASK_000704,A,24,Critical Peak,5,100.0
TMS_TASK_024504,B,2,Medium,5,55.19
SMMS_TASK_016762,C,4,Low,5,45.12
TDMS_TASK_022269,B,7,Medium,0,37.87
TMS_TASK_028787,A,28,Critical Peak,0,93.05
TDMS_TASK_021824,B,23,Medium,2,64.53
TMS_TASK_006882,B,7,Low,1,41.24
SMMS_TASK_001459,B,35,Low,1,67.85
TDMS_TASK_010474,B,26,High,3,77.29
TMS_TASK_028288,A,42,Critical Peak,0,93.89
TMS_TASK_008159,A,37,High,4,100.0
SMMS_TASK_019441,B,35,Medium,1,63.85
SMMS_TASK_002927,B,9,High,3,53.75
TMS_TASK_005177,A,23,Low,1,79.99
SMMS_TASK_020135,B,12,Critical Peak,1,54.96
TDMS_TASK_008893,A,9,Critical Peak,5,96.32
TMS_TASK_004304,B,18,Critical Peak,5,83.08
TDMS_TASK_001119,B,18,Low,0,53.56
TMS_TASK_022113,A,6,Critical Peak,4,88.34
SMMS_TASK_016117,C,3,Critical Peak,2,36.52
SMMS_TASK_015148,C,32,Low,3,65.28
TMS_TASK_024191,B,42,Critical Peak,0,74.22
TDMS_TASK_004603,A,20,Critical Peak,5,100.0
TMS_TASK_006152,A,31,Critical Peak,1,95.53
TMS_TASK_000008,A,24,High,4,99.03
TDMS_TASK_008193,B,32,Low,3,79.91
TMS_TASK_007375,A,9,Critical Peak,3,84.13
SMMS_TASK_006124,A,29,Low,1,80.81
TDMS_TASK_013946,B,17,High,5,74.38
TMS_TASK_006673,B,28,High,1,71.72
TMS_TASK_013042,A,20,High,4,97.99
SMMS_TASK_019630,B,1,Medium,5,50.88
TMS_TASK_025885,C,5,Critical Peak,3,44.47
SMMS_TASK_011663,A,8,Medium,0,60.64
TMS_TASK_024262,B,28,Critical Peak,2,84.58
TDMS_TASK_012689,B,28,High,3,78.4
SMMS_TASK_019915,B,30,Low,2,70.63
TMS_TASK_003290,A,2,Medium,4,66.57
SMMS_TASK_021966,B,21,High,1,61.21
TDMS_TASK_023454,A,10,Medium,3,73.75
SMMS_TASK_004075,B,19,High,1,62.26
TMS_TASK_001309,B,34,Medium,4,77.25
TMS_TASK_020952,C,27,High,5,75.89
SMMS_TASK_014434,A,8,Critical Peak,4,82.96
TMS_TASK_012528,B,18,Low,0,49.94
TMS_TASK_017752,B,37,Critical Peak,0,75.31
TMS_TASK_001106,C,32,Low,3,65.48
TDMS_TASK_020173,B,42,High,1,71.77
SMMS_TASK_016079,C,23,High,0,47.55
TDMS_TASK_010959,A,22,Critical Peak,2,91.52
TMS_TASK_025723,C,2,Critical Peak,1,32.95
SMMS_TASK_004623,C,13,Low,1,36.02
SMMS_TASK_017251,B,14,Critical Peak,3,70.2
TDMS_TASK_006295,B,16,Medium,3,60.81
TDMS_TASK_016388,B,9,High,0,43.97
TDMS_TASK_005328,B,20,High,1,56.98
TMS_TASK_006674,B,28,High,0,67.16
SMMS_TASK_011209,C,34,Low,0,49.87
SMMS_TASK_020955,A,11,Medium,1,64.55
SMMS_TASK_010360,B,25,Medium,3,75.81
TDMS_TASK_002105,A,29,Low,5,100.0
TDMS_TASK_008735,A,33,Low,1,83.93
TMS_TASK_002568,B,3,Critical Peak,4,59.44
SMMS_TASK_014413,B,7,High,0,47.98
TMS_TASK_002266,C,31,Low,1,52.85
SMMS_TASK_009662,B,37,Medium,2,71.78
SMMS_TASK_001923,C,10,High,0,34.31
SMMS_TASK_009658,B,35,High,5,88.53
TMS_TASK_025075,B,24,Critical Peak,0,66.6
SMMS_TASK_009886,B,38,Low,4,79.91
TDMS_TASK_000509,B,20,Critical Peak,0,63.21
SMMS_TASK_007257,A,38,High,3,100.0
SMMS_TASK_001909,B,6,Medium,5,60.88
TDMS_TASK_006638,B,30,Critical Peak,5,93.41
TMS_TASK_008981,B,32,Critical Peak,5,95.98
TMS_TASK_019240,B,9,Critical Peak,1,53.18
TDMS_TASK_015645,B,42,Medium,3,73.96
SMMS_TASK_013710,B,24,Critical Peak,2,75.03
TDMS_TASK_021860,B,26,Medium,4,72.21
SMMS_TASK_013599,B,22,Low,0,60.57
TDMS_TASK_012076,A,23,High,2,85.9
TMS_TASK_016648,B,10,Critical Peak,4,65.95
TDMS_TASK_023458,B,24,Low,2,68.48
TMS_TASK_025057,B,37,Low,4,83.33
TDMS_TASK_008580,A,25,Medium,3,87.35
TDMS_TASK_023505,B,3,Critical Peak,1,42.28
SMMS_TASK_013894,A,26,Medium,1,85.48
SMMS_TASK_017268,B,5,High,5,67.82
TMS_TASK_012860,C,44,Medium,5,66.51
SMMS_TASK_018386,A,22,High,3,90.5
TMS_TASK_015927,B,20,High,5,78.01
TMS_TASK_029114,C,3,Critical Peak,3,42.61
TMS_TASK_005192,C,39,Critical Peak,3,68.03
TDMS_TASK_013925,C,15,Low,0,31.97
TDMS_TASK_014081,B,31,Low,2,71.05
SMMS_TASK_006446,C,1,High,3,29.54
TMS_TASK_009334,A,32,High,3,99.68
TMS_TASK_007194,B,8,High,4,57.05
TDMS_TASK_012306,A,41,High,2,93.93
TMS_TASK_002005,C,22,Medium,3,48.84
TMS_TASK_028956,B,17,Low,0,54.16
TDMS_TASK_021041,B,10,Medium,3,52.85
TDMS_TASK_013574,A,25,Critical Peak,1,92.19
SMMS_TASK_018257,C,25,Low,0,41.9
TMS_TASK_014858,B,23,Critical Peak,2,71.26
SMMS_TASK_020074,B,22,Low,3,69.96
SMMS_TASK_007251,B,7,High,4,57.69
SMMS_TASK_011984,B,23,Low,0,60.05
TMS_TASK_002119,A,2,High,1,67.21
SMMS_TASK_014076,A,4,Medium,4,70.48
TDMS_TASK_015947,A,23,Critical Peak,1,88.57
TMS_TASK_014944,B,0,Low,3,40.61
TMS_TASK_008418,A,32,Critical Peak,1,96.2
TMS_TASK_016703,A,5,High,4,78.95
TDMS_TASK_011307,A,10,Critical Peak,2,82.11
TMS_TASK_029217,B,19,Low,2,56.95
TDMS_TASK_018986,B,37,Medium,1,68.25
TMS_TASK_005130,A,10,Critical Peak,0,70.02
TMS_TASK_003407,A,12,Critical Peak,4,91.06
TDMS_TASK_021947,A,2,Medium,4,72.65
TMS_TASK_026460,B,20,High,2,67.93
TMS_TASK_016951,B,33,High,0,68.45
SMMS_TASK_009429,C,9,Medium,3,38.8
TDMS_TASK_007693,B,17,Medium,5,69.59
TMS_TASK_014357,B,2,Low,3,47.9
TDMS_TASK_019520,B,17,Critical Peak,5,83.3
SMMS_TASK_015767,C,19,Medium,1,39.64
TDMS_TASK_017556,C,35,High,0,52.71
TDMS_TASK_017925,B,16,Medium,1,51.73
SMMS_TASK_018730,B,38,Low,0,68.04
TMS_TASK_028217,B,16,Medium,5,69.2
SMMS_TASK_009636,C,37,Critical Peak,4,79.19
TMS_TASK_022634,B,38,High,0,70.16
TMS_TASK_013197,A,28,High,5,100.0
TDMS_TASK_003818,A,0,Low,1,52.68
SMMS_TASK_003571,A,18,Medium,2,83.36
TDMS_TASK_010566,B,27,Low,2,64.95
TDMS_TASK_007884,B,36,High,1,70.44
TMS_TASK_018437,B,12,High,1,50.49
TMS_TASK_029715,B,36,Low,2,76.42
TDMS_TASK_001897,A,14,Medium,4,85.86
TMS_TASK_003967,C,12,Medium,1,29.77
SMMS_TASK_017256,B,21,High,3,76.74
TMS_TASK_029673,B,21,Critical Peak,4,85.28
SMMS_TASK_001885,B,20,Critical Peak,4,83.02
TDMS_TASK_003872,A,17,Low,1,76.54
TMS_TASK_002136,C,29,Low,4,64.98
SMMS_TASK_017663,B,20,High,3,68.57
TMS_TASK_004931,C,31,High,2,63.01
SMMS_TASK_024960,B,3,High,5,61.34
TMS_TASK_022586,B,38,Low,5,86.44
SMMS_TASK_008226,B,4,Medium,0,28.55
TMS_TASK_013334,B,33,Low,2,76.95
TMS_TASK_000664,A,6,High,3,76.19
TMS_TASK_010706,C,13,Critical Peak,1,44.62
TDMS_TASK_016737,C,8,Medium,5,45.97
SMMS_TASK_019815,A,8,Critical Peak,4,92.68
TMS_TASK_010832,B,23,Critical Peak,2,75.92
TMS_TASK_017807,B,32,High,4,84.22
SMMS_TASK_006163,A,41,Critical Peak,5,100.0
TDMS_TASK_001497,A,44,Low,5,100.0
TMS_TASK_025634,C,26,Critical Peak,2,55.91
TDMS_TASK_004068,B,4,Low,3,46.72
TDMS_TASK_013264,B,26,High,4,84.89
TMS_TASK_004821,B,21,Low,5,74.75
TMS_TASK_000795,C,15,Low,5,49.19
TMS_TASK_001047,C,2,High,4,39.97
TDMS_TASK_002663,C,14,Low,1,30.37
TMS_TASK_016484,B,33,Critical Peak,3,86.38
TDMS_TASK_008938,C,27,Medium,0,42.31
SMMS_TASK_022325,B,8,High,1,50.3
TDMS_TASK_019897,B,32,Low,1,65.37
TDMS_TASK_018034,A,36,Low,3,95.11
SMMS_TASK_020701,B,10,Medium,5,62.91
TMS_TASK_018490,B,23,High,2,69.57
SMMS_TASK_011158,B,31,Low,4,78.52
SMMS_TASK_009260,C,39,Medium,2,62.13
TMS_TASK_029754,B,27,Medium,1,57.96
TMS_TASK_003426,C,20,Medium,2,46.66
TDMS_TASK_015312,B,37,Low,4,79.65
SMMS_TASK_021013,B,33,Medium,2,67.05
SMMS_TASK_020234,B,29,Low,1,69.3
TMS_TASK_025386,A,30,Critical Peak,5,100.0
TDMS_TASK_012994,B,31,Low,4,83.63
TMS_TASK_025140,A,21,Low,0,69.73
SMMS_TASK_003920,B,0,Medium,4,48.2
TMS_TASK_009655,A,24,High,2,93.76
SMMS_TASK_004866,B,36,Critical Peak,4,85.67
TDMS_TASK_023656,B,44,High,0,67.39
SMMS_TASK_023261,B,25,High,2,70.16
TMS_TASK_027509,B,2,High,5,60.69
TDMS_TASK_017380,B,7,Low,2,44.67
SMMS_TASK_023279,C,2,Low,2,26.65
SMMS_TASK_013068,B,42,Low,3,74.8
TDMS_TASK_007763,B,38,High,4,87.29
TMS_TASK_007259,A,39,Medium,5,100.0
TDMS_TASK_009322,B,0,High,4,48.71
SMMS_TASK_001604,B,32,High,2,81.51
SMMS_TASK_017318,B,16,Critical Peak,4,74.49
TMS_TASK_000582,B,19,Low,3,67.78
SMMS_TASK_021400,C,19,Medium,0,35.87
SMMS_TASK_000336,C,42,Medium,5,63.66
SMMS_TASK_021650,A,8,Medium,4,78.43
TDMS_TASK_006070,C,0,Low,2,24.59
TDMS_TASK_013038,B,30,Critical Peak,5,88.92
SMMS_TASK_004919,B,0,High,3,49.15
SMMS_TASK_016776,C,9,Critical Peak,2,44.86
TMS_TASK_024701,A,7,Medium,5,82.16
SMMS_TASK_005960,A,16,Low,2,73.29
TMS_TASK_012357,B,9,Critical Peak,5,70.77
SMMS_TASK_006527,C,12,Medium,0,29.95
TMS_TASK_014337,B,23,Low,5,80.91
TDMS_TASK_006418,B,25,Low,3,69.45
TMS_TASK_013498,B,25,Medium,1,63.4
TMS_TASK_028934,A,36,Low,4,100.0
TDMS_TASK_024167,B,36,Low,2,74.4
SMMS_TASK_001982,A,5,Critical Peak,2,74.75
TMS_TASK_029607,B,36,Low,5,85.45
TMS_TASK_024555,B,9,High,0,46.38
TDMS_TASK_014883,C,21,Low,2,47.11
TMS_TASK_028391,B,2,Critical Peak,1,47.71
TMS_TASK_028297,B,8,High,3,53.64
SMMS_TASK_020459,A,37,High,5,100.0
TMS_TASK_017880,B,34,Low,1,68.44
TDMS_TASK_023997,B,0,Low,3,40.32
TDMS_TASK_011853,A,19,High,0,76.48
TMS_TASK_011880,A,42,High,4,100.0
TDMS_TASK_019163,B,42,Medium,1,66.27
TMS_TASK_026069,A,13,Critical Peak,1,78.87
SMMS_TASK_009659,A,1,Medium,4,67.11
TMS_TASK_003874,B,38,Low,5,82.7
SMMS_TASK_011297,B,8,Critical Peak,3,63.17
TMS_TASK_027382,A,38,Critical Peak,4,100.0
SMMS_TASK_000562,C,24,Critical Peak,3,65.89
TMS_TASK_009279,A,20,Critical Peak,1,88.97
TMS_TASK_014446,B,18,High,0,53.57
SMMS_TASK_011557,B,6,High,0,40.09
TMS_TASK_002810,A,21,Low,5,93.36
TDMS_TASK_021812,C,33,High,5,73.82
TDMS_TASK_019214,B,38,Medium,4,78.32
TMS_TASK_010649,A,42,Low,3,93.6
TDMS_TASK_008897,C,26,Medium,4,56.47
TMS_TASK_017005,A,7,Critical Peak,1,68.8
TMS_TASK_025717,A,22,Critical Peak,2,97.13
TMS_TASK_025003,B,7,High,0,45.13
TMS_TASK_000602,A,21,High,0,75.69
TDMS_TASK_014824,C,14,Low,3,46.34
SMMS_TASK_007883,B,4,High,5,62.26
TMS_TASK_016037,B,27,Medium,2,61.48
SMMS_TASK_010158,C,9,Low,3,39.11
TDMS_TASK_014580,C,42,Medium,5,68.49
SMMS_TASK_020177,A,44,Low,2,87.68
TMS_TASK_010813,A,39,High,2,96.46
TMS_TASK_001729,C,43,Critical Peak,5,76.3
SMMS_TASK_022320,A,0,Low,0,48.51
TMS_TASK_006428,B,24,Medium,1,63.18
TDMS_TASK_024599,B,5,Medium,3,49.81
TMS_TASK_003769,C,9,Medium,3,37.48
TDMS_TASK_021368,B,20,High,1,60.61
TMS_TASK_003421,B,16,Medium,4,65.09
SMMS_TASK_011482,B,6,Low,0,40.15
TMS_TASK_009181,C,3,Medium,4,38.23
TMS_TASK_014119,C,20,High,5,63.86
SMMS_TASK_018569,A,33,Critical Peak,2,100.0
TMS_TASK_011271,B,37,Low,0,64.92
TMS_TASK_008868,B,2,Critical Peak,4,59.81
TMS_TASK_009583,B,27,High,2,75.9
SMMS_TASK_004429,B,19,High,4,71.01
SMMS_TASK_018340,A,18,Low,2,80.49
TDMS_TASK_005603,B,31,Low,5,86.75
SMMS_TASK_022960,B,40,Critical Peak,1,77.03
TMS_TASK_024442,B,18,Critical Peak,1,69.19
TDMS_TASK_019279,C,44,High,5,79.43
TDMS_TASK_024689,B,43,Critical Peak,0,72.63
TMS_TASK_018314,B,20,High,4,77.22
TMS_TASK_022337,B,32,Medium,4,81.49
TMS_TASK_020965,C,21,Critical Peak,1,56.07
SMMS_TASK_020517,B,43,Medium,1,66.04
SMMS_TASK_019087,C,7,High,1,34.98
TDMS_TASK_002736,B,26,Medium,5,82.68
SMMS_TASK_010034,A,37,Low,3,94.64
TDMS_TASK_003605,A,12,Critical Peak,5,92.06
TDMS_TASK_010125,B,23,Medium,0,54.05
TMS_TASK_020775,B,12,Low,2,51.2
TMS_TASK_005476,B,17,Low,2,60.29
TDMS_TASK_023168,B,26,Low,4,78.67
TMS_TASK_008509,B,5,Critical Peak,0,49.59
TMS_TASK_012528,C,3,Medium,2,25.38
TMS_TASK_007991,B,0,Low,1,39.42
TMS_TASK_007530,B,16,Medium,3,58.96
SMMS_TASK_018938,C,9,Medium,0,21.67
TDMS_TASK_015732,C,38,High,4,72.81
TMS_TASK_014030,B,4,Low,4,47.06
SMMS_TASK_007781,B,16,Low,4,68.12
SMMS_TASK_019795,A,38,Medium,0,81.46
TMS_TASK_010509,C,19,High,2,50.42
SMMS_TASK_004023,C,12,High,4,54.62
SMMS_TASK_007149,B,17,Medium,4,65.18
TMS_TASK_025273,A,24,Medium,0,74.84
SMMS_TASK_014460,B,37,Medium,4,82.15
TMS_TASK_017793,A,11,Medium,4,77.25
TMS_TASK_026673,A,29,Critical Peak,1,95.62
TDMS_TASK_001814,B,21,Medium,1,60.33
TMS_TASK_029977,B,37,High,5,96.48
TDMS_TASK_002478,B,18,Critical Peak,1,60.69
TMS_TASK_006840,C,39,Medium,5,67.95
TMS_TASK_019101,C,32,Medium,2,54.15
TMS_TASK_005584,B,23,Low,4,77.01
TMS_TASK_028049,C,15,Medium,3,43.16
TDMS_TASK_009258,B,33,High,0,67.62
TMS_TASK_004894,B,18,Medium,1,55.77
TDMS_TASK_010486,B,25,Medium,0,60.03
TMS_TASK_022912,B,9,Critical Peak,5,76.34
SMMS_TASK_006478,B,13,High,4,62.98
TDMS_TASK_019512,B,9,Medium,2,48.93
SMMS_TASK_005898,A,39,Medium,0,85.84
TDMS_TASK_011022,B,14,Critical Peak,2,65.75
SMMS_TASK_003852,B,33,High,5,89.82
TDMS_TASK_022540,B,43,Low,3,69.06
SMMS_TASK_005132,A,9,Medium,4,80.98
TDMS_TASK_002305,B,33,High,1,72.71
TMS_TASK_007644,B,13,Medium,3,63.28
SMMS_TASK_022518,C,11,Medium,4,44.9
TDMS_TASK_023393,C,11,Low,0,28.35
SMMS_TASK_010343,C,37,High,3,64.17
TDMS_TASK_020531,B,28,High,4,76.69
SMMS_TASK_004327,C,19,Medium,3,48.07
SMMS_TASK_005800,A,4,Medium,2,60.95
TDMS_TASK_001242,C,33,Medium,3,60.46
SMMS_TASK_008481,C,20,Low,5,60.77
TMS_TASK_006911,B,20,High,2,65.25
TMS_TASK_018317,A,40,High,5,100.0
SMMS_TASK_008707,A,10,Critical Peak,1,76.45
TMS_TASK_006997,B,43,High,4,82.49
TDMS_TASK_008056,C,33,Critical Peak,0,52.16
TMS_TASK_007503,B,17,Medium,1,50.86
SMMS_TASK_002839,B,33,Medium,3,76.01
SMMS_TASK_017157,A,18,Medium,3,82.16
TDMS_TASK_008786,A,29,Critical Peak,3,100.0
TDMS_TASK_020924,B,44,Medium,0,69.79
TMS_TASK_001961,C,33,Low,1,51.02
TDMS_TASK_002609,A,16,Low,1,72.12
SMMS_TASK_017865,C,32,Critical Peak,5,84.35
TMS_TASK_012746,C,38,Medium,5,66.57
TDMS_TASK_020746,C,15,Medium,1,35.6
SMMS_TASK_024113,B,35,Medium,2,73.96
TDMS_TASK_012478,B,16,Low,3,65.43
TMS_TASK_013785,B,35,Medium,2,72.01
SMMS_TASK_003451,C,28,High,1,52.07
TDMS_TASK_013806,B,8,Critical Peak,5,70.85
TMS_TASK_008650,B,38,High,2,77.47
SMMS_TASK_006675,B,29,High,5,87.96
SMMS_TASK_022714,C,36,Medium,4,68.5
SMMS_TASK_007137,A,8,Medium,3,73.76
TDMS_TASK_015773,C,33,Medium,5,72.67
TMS_TASK_025302,A,13,Low,4,86.98
TMS_TASK_008358,B,13,Low,0,45.35
TDMS_TASK_007183,A,31,Critical Peak,0,89.9
TMS_TASK_013593,A,36,Critical Peak,3,100.0
TMS_TASK_010834,C,43,Medium,5,68.99
SMMS_TASK_006589,B,36,Critical Peak,2,78.41
TDMS_TASK_012777,C,18,Critical Peak,2,51.85
TDMS_TASK_011333,B,31,Low,3,79.63
SMMS_TASK_013457,B,36,Critical Peak,1,77.22
TMS_TASK_027166,B,15,Medium,2,51.81
SMMS_TASK_008675,A,33,Low,2,93.95
SMMS_TASK_018141,A,15,Critical Peak,5,95.69
TDMS_TASK_022086,B,32,Medium,3,76.07
SMMS_TASK_012584,B,36,Critical Peak,2,84.6
SMMS_TASK_023243,B,27,Critical Peak,3,85.77
